Season,Name,Tm,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,playerId
2024,"David Peralta","SDP",18,59,57,15,11,2,0,2,8,6,2,0,14,0,0,0,2,1,0,0.263157894,2136
2024,"Carlos Santana","MIN",22,90,76,17,9,6,0,2,5,9,12,0,19,1,1,0,0,1,0,0.22368421,2396
2024,"Tommy Pham","2 Tms",23,91,88,26,17,6,1,2,11,9,3,0,23,0,0,0,1,2,1,0.295454545,2967
2024,"Jason Heyward","LAD",11,33,29,5,3,1,0,1,3,3,3,0,8,0,1,0,1,0,0,0.172413793,4940
2024,"Giancarlo Stanton","NYY",3,10,9,2,2,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0.222222222,4949
2024,"Justin Turner","2 Tms",20,82,75,21,18,2,0,1,7,7,4,0,18,2,1,0,2,0,0,0.28,5235
2024,"Robbie Grossman","TEX",10,23,20,8,5,1,0,2,4,3,3,0,4,0,0,0,0,0,0,0.4,5254
2024,"Brandon Crawford","STL",5,14,13,3,1,2,0,0,1,1,1,0,4,0,0,0,0,0,0,0.23076923,5343
2024,"Freddie Freeman","LAD",19,84,68,17,11,2,0,4,11,15,12,0,12,3,1,0,1,2,0,0.25,5361
2024,"Jose Altuve","HOU",23,101,95,30,25,4,0,1,10,10,5,0,18,1,0,0,2,2,2,0.315789473,5417
2024,"Kyle Higashioka","SDP",14,54,50,14,9,2,0,3,4,11,4,0,14,0,0,0,1,0,0,0.28,5517
2024,"Wilmer Flores","SFG",5,15,15,3,1,2,0,0,0,1,0,0,3,0,0,0,0,0,0,0.2,5827
2024,"J.D. Martinez","NYM",23,95,81,19,13,4,0,2,10,13,11,0,33,1,2,0,1,0,0,0.234567901,6184
2024,"Martin Maldonado","CHW",6,18,16,6,2,1,0,3,4,6,1,0,5,1,0,0,0,0,0,0.375,6887
2024,"Salvador Perez","KCR",23,97,90,24,18,1,0,5,11,21,4,2,21,0,3,0,4,0,0,0.266666666,7304
2024,"Travis d'Arnaud","ATL",14,50,46,17,12,1,0,4,9,10,4,0,11,0,0,0,1,1,0,0.369565217,7739
2024,"Miguel Rojas","LAD",13,47,44,8,4,4,0,0,1,2,2,0,7,0,0,1,1,2,1,0.181818181,7802
2024,"Charlie Blackmon","COL",19,80,71,19,13,2,0,4,10,9,8,0,20,1,0,0,1,0,1,0.267605633,7859
2024,"Matt Carpenter","STL",11,20,20,6,3,2,0,1,4,3,0,0,9,0,0,0,0,0,0,0.3,8090
2024,"Donovan Solano","SDP",14,48,47,17,13,4,0,0,6,3,1,0,8,0,0,0,2,1,0,0.361702127,8623
2024,"Paul Goldschmidt","STL",24,103,100,26,15,6,0,5,14,8,3,0,28,0,0,0,6,2,0,0.26,9218
2024,"Christian Vazquez","MIN",14,44,41,13,9,1,0,3,7,7,2,0,7,0,0,1,2,1,0,0.31707317,9774
2024,"Nolan Arenado","STL",24,99,90,24,19,1,0,4,15,11,8,0,8,0,0,0,2,0,0,0.266666666,9777
2024,"Andrew McCutchen","PIT",22,98,85,17,9,6,0,2,11,6,13,0,27,0,0,0,1,1,1,0.2,9847
2024,"DJ LeMahieu","NYY",21,65,58,10,6,2,0,2,5,10,5,0,9,1,1,0,4,0,0,0.172413793,9874
2024,"Christian Bethancourt","CHC",2,9,8,3,2,1,0,0,2,1,1,0,2,0,0,0,0,1,0,0.375,10028
