Season,Name,Tm,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,playerId
2023,"Miguel Cabrera","DET",15,53,47,14,11,3,0,0,2,5,5,0,11,1,0,0,1,0,0,0.29787234,1744
2023,"David Peralta","LAD",20,72,69,19,13,4,0,2,6,8,2,1,13,1,0,0,3,0,0,0.275362318,2136
2023,"Carlos Santana","2 Tms",24,99,85,16,7,5,0,4,11,11,14,0,17,0,0,0,1,0,0,0.188235294,2396
2023,"Nelson Cruz","SDP",3,10,10,2,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0.2,2434
2023,"Manny Pina","OAK",4,12,12,3,2,0,0,1,1,1,0,0,3,0,0,0,1,0,0,0.25,2829
2023,"Tommy Pham","NYM",18,65,55,12,7,4,0,1,7,4,9,0,9,1,0,0,1,2,0,0.218181818,2967
2023,"Charlie Culberson","ATL",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3298
2023,"Anthony Rizzo","NYY",23,98,90,15,12,2,0,1,6,4,7,0,27,1,0,0,4,0,0,0.166666666,3473
2023,"Joey Votto","CIN",24,94,82,18,8,4,0,6,9,18,10,0,24,2,0,0,0,0,0,0.219512195,4314
2023,"Mike Moustakas","LAA",21,85,81,22,15,3,0,4,13,11,2,0,19,2,0,0,2,0,0,0.271604938,4892
2023,"Jason Heyward","LAD",18,53,45,8,4,2,0,2,7,6,7,0,12,0,1,0,2,0,0,0.177777777,4940
2023,"Giancarlo Stanton","NYY",23,99,86,17,8,2,0,7,12,16,12,2,20,0,1,0,3,0,0,0.197674418,4949
2023,"Josh Donaldson","NYY",9,35,29,4,2,0,0,2,2,2,6,0,6,0,0,0,0,0,0,0.137931034,5038
2023,"Justin Turner","BOS",23,100,89,30,17,8,0,5,18,28,8,0,16,1,2,0,3,0,0,0.337078651,5235
2023,"Robbie Grossman","TEX",12,41,34,9,4,4,1,0,3,2,6,0,8,0,1,0,0,0,0,0.264705882,5254
2023,"Aaron Hicks","BAL",18,63,57,13,10,1,0,2,8,9,5,0,17,0,1,0,1,0,0,0.228070175,5297
2023,"Brandon Crawford","SFG",12,45,41,6,3,2,0,1,4,4,2,0,10,1,1,0,1,0,0,0.146341463,5343
2023,"Freddie Freeman","LAD",23,105,92,33,18,7,1,7,24,20,12,1,19,1,0,0,2,2,0,0.358695652,5361
2023,"Jose Altuve","HOU",8,35,30,9,6,0,1,2,7,3,5,0,9,0,0,0,0,2,0,0.3,5417
2023,"Ji Man Choi","PIT",14,44,41,11,4,3,0,4,6,9,2,0,12,0,1,0,0,0,0,0.268292682,5452
2023,"Kyle Higashioka","NYY",17,52,47,13,9,1,0,3,4,7,2,0,14,0,2,1,0,0,0,0.276595744,5517
2023,"Avisail Garcia","MIA",1,4,4,2,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0.5,5760
2023,"Wilmer Flores","SFG",23,89,81,31,18,7,0,6,12,11,6,1,10,1,1,0,1,0,0,0.382716049,5827
2023,"Jean Segura","MIA",22,88,83,23,20,1,1,1,7,7,5,0,10,0,0,0,1,1,0,0.277108433,5933
2023,"Eduardo Escobar","LAA",18,65,60,13,11,1,0,1,6,7,4,0,18,0,1,0,1,0,0,0.216666666,6153
2023,"J.D. Martinez","LAD",19,86,76,19,11,2,0,6,10,19,9,0,28,0,1,0,1,0,0,0.25,6184
2023,"Martin Maldonado","HOU",18,61,59,8,3,2,0,3,5,5,1,0,24,0,0,1,0,0,0,0.13559322,6887
2023,"Salvador Perez","KCR",21,83,76,17,13,2,0,2,6,5,3,0,21,4,0,0,2,0,0,0.22368421,7304
2023,"Travis d'Arnaud","ATL",9,34,32,6,1,2,0,3,4,6,1,0,13,0,1,0,1,0,0,0.1875,7739
2023,"Miguel Rojas","LAD",21,77,68,12,10,2,0,0,10,5,7,0,7,2,0,0,3,2,0,0.176470588,7802
2023,"Matt Carpenter","SDP",7,22,19,1,0,1,0,0,1,0,3,0,4,0,0,0,0,0,0,0.052631578,8090
2023,"Josh Harrison","PHI",5,18,14,1,0,1,0,0,2,1,1,0,2,2,1,0,0,0,0,0.071428571,8202
2023,"Donovan Solano","MIN",22,69,58,14,6,7,0,1,8,4,7,0,18,3,1,0,2,0,0,0.24137931,8623
2023,"Elvis Andrus","CHW",11,32,28,7,4,2,1,0,4,3,3,0,4,0,1,0,0,0,1,0.25,8709
2023,"Paul Goldschmidt","STL",25,113,98,26,21,1,0,4,14,14,14,1,23,0,1,0,3,1,1,0.265306122,9218
2023,"Starling Marte","NYM",8,33,30,8,7,0,0,1,3,4,2,1,8,1,0,0,2,3,0,0.266666666,9241
2023,"AJ Pollock","SEA",5,17,17,5,3,1,0,1,2,2,0,0,4,0,0,0,0,0,0,0.294117647,9256
2023,"Evan Longoria","ARI",12,34,30,5,3,2,0,0,2,2,4,0,14,0,0,0,0,0,0,0.166666666,9368
2023,"Yan Gomes","CHC",23,84,76,25,14,7,2,2,8,17,3,1,11,3,2,0,2,0,0,0.328947368,9627
2023,"Christian Vazquez","MIN",15,54,51,11,7,2,0,2,5,7,2,0,11,0,0,1,3,0,0,0.215686274,9774
2023,"Nolan Arenado","STL",25,107,95,28,13,9,0,6,13,23,8,1,17,1,3,0,4,0,0,0.294736842,9777
2023,"Andrew McCutchen","PIT",15,65,52,6,5,1,0,0,6,0,12,0,18,1,0,0,2,1,0,0.115384615,9847
2023,"DJ LeMahieu","NYY",23,92,77,19,14,4,0,1,7,2,14,1,14,0,1,0,3,0,0,0.246753246,9874
2023,"Christian Bethancourt","TBR",16,46,43,6,5,1,0,0,4,1,3,0,10,0,0,0,1,0,0,0.139534883,10028
2023,"Mike Trout","LAA",3,13,11,3,2,0,0,1,1,2,2,0,8,0,0,0,0,0,0,0.272727272,10155
2023,"Tucker Barnhart","CHC",7,23,21,7,5,2,0,0,2,4,2,0,7,0,0,0,0,0,0,0.333333333,10200
2023,"Randal Grichuk","2 Tms",17,68,64,22,12,3,0,7,14,10,3,0,11,1,0,0,2,1,0,0.34375,10243
2023,"Brandon Belt","TOR",18,78,63,12,6,2,0,4,9,8,14,0,24,0,1,0,0,0,0,0.19047619,10264
2023,"Marcell Ozuna","ATL",23,92,86,18,9,3,0,6,11,12,5,0,26,0,1,0,2,0,0,0.209302325,10324
2023,"Enrique Hernandez","2 Tms",16,50,48,10,9,1,0,0,4,2,2,0,10,0,0,0,1,0,0,0.208333333,10472
2023,"Carlos Perez","OAK",1,4,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,10642
2023,"Corey Dickerson","WSN",17,51,50,13,12,1,0,0,2,4,1,0,7,0,0,0,1,0,0,0.26,10762
2023,"Jurickson Profar","COL",19,82,72,17,12,4,0,1,8,6,8,0,14,2,0,0,1,0,0,0.236111111,10815
2023,"Adam Duvall","BOS",19,69,61,15,6,5,0,4,10,11,4,0,26,1,3,0,0,2,0,0.245901639,10950
2023,"Kevin Kiermaier","TOR",19,71,61,16,13,2,0,1,7,6,7,0,16,2,1,0,1,3,0,0.262295081,11038
