Season,Name,Tm,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,playerId
2022,"Albert Pujols","STL",13,42,38,6,4,2,0,0,0,2,2,0,10,1,1,0,4,0,0,0.157894736,1177
2022,"Miguel Cabrera","DET",23,90,86,27,26,1,0,0,3,7,2,0,23,1,1,0,0,0,0,0.313953488,1744
2022,"David Peralta","ARI",19,70,66,16,8,7,0,1,6,5,4,0,20,0,0,0,1,1,0,0.242424242,2136
2022,"Carlos Santana","2 Tms",20,80,65,21,14,5,0,2,9,11,15,0,10,0,0,0,1,0,0,0.323076923,2396
2022,"Nelson Cruz","WSN",26,110,96,26,16,6,0,4,13,18,14,0,29,0,0,0,3,1,0,0.270833333,2434
2022,"Tommy Pham","CIN",24,105,92,26,17,3,0,6,20,16,11,0,26,1,1,0,5,3,0,0.282608695,2967
2022,"Robinson Chirinos","BAL",10,37,31,7,3,4,0,0,1,5,4,0,9,2,0,0,0,1,0,0.225806451,3142
2022,"Robinson Cano","SDP",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3269
2022,"Charlie Culberson","TEX",14,21,20,6,6,0,0,0,5,1,1,0,7,0,0,0,0,1,0,0.3,3298
2022,"Anthony Rizzo","NYY",27,112,94,22,12,0,0,10,17,22,13,0,22,5,0,0,2,3,0,0.234042553,3473
2022,"Eric Hosmer","SDP",24,101,94,19,12,5,0,2,10,8,6,1,20,0,1,0,2,0,0,0.202127659,3516
2022,"Michael Brantley","HOU",20,87,78,26,19,5,0,2,12,10,9,0,10,0,0,0,1,0,0,0.333333333,4106
2022,"Joey Votto","CIN",26,108,95,26,13,9,0,4,14,15,12,0,21,1,0,0,2,0,0,0.27368421,4314
2022,"Jed Lowrie","OAK",12,37,37,3,1,2,0,0,0,2,0,0,12,0,0,0,0,0,0,0.081081081,4418
2022,"Mike Moustakas","CIN",16,58,51,12,9,3,0,0,6,6,6,0,10,0,1,0,2,1,0,0.235294117,4892
2022,"Ender Inciarte","NYM",2,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,4922
2022,"Jason Heyward","CHC",20,71,65,13,9,3,0,1,6,6,4,0,10,2,0,0,0,0,0,0.2,4940
2022,"Giancarlo Stanton","NYY",23,91,74,13,3,2,0,8,15,17,16,0,23,0,0,0,3,0,0,0.175675675,4949
2022,"Stephen Vogt","OAK",14,43,38,8,6,0,0,2,4,3,4,0,10,1,0,0,1,0,0,0.210526315,5000
2022,"Josh Donaldson","NYY",22,95,83,17,9,7,0,1,5,7,8,0,28,1,3,0,1,1,0,0.204819277,5038
2022,"Justin Upton","SEA",11,38,32,4,3,1,0,0,0,2,4,0,15,2,0,0,1,0,0,0.125,5222
2022,"Justin Turner","LAD",25,103,89,21,14,5,0,2,11,11,12,1,16,0,2,0,0,1,0,0.235955056,5235
2022,"Robbie Grossman","DET",17,67,59,15,10,3,0,2,6,8,6,0,19,1,1,0,0,0,1,0.254237288,5254
2022,"Sandy Leon","CLE",2,7,4,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,5273
