Season,Name,Tm,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,playerId
2022,"Albert Pujols","STL",18,55,50,16,9,4,0,3,7,7,4,1,7,0,1,0,2,0,0,0.32,1177
2022,"Miguel Cabrera","DET",24,94,81,17,14,2,0,1,6,11,10,0,17,1,2,0,2,1,0,0.209876543,1744
2022,"David Peralta","2 Tms",22,72,65,17,9,4,1,3,8,12,5,2,16,1,1,0,3,0,0,0.261538461,2136
2022,"Carlos Santana","SEA",23,92,78,14,7,2,0,5,11,12,12,1,13,1,1,0,4,0,0,0.179487179,2396
2022,"Nelson Cruz","WSN",21,83,75,13,10,3,0,0,5,7,6,0,21,2,0,0,3,2,0,0.173333333,2434
2022,"Tommy Pham","CIN",25,106,98,20,17,2,1,0,11,6,7,0,32,0,1,0,3,1,2,0.204081632,2967
2022,"Robinson Chirinos","BAL",7,23,22,2,2,0,0,0,0,0,0,0,10,0,0,1,2,0,0,0.09090909,3142
2022,"Robinson Cano","ATL",8,27,26,4,3,1,0,0,1,0,1,0,4,0,0,0,2,0,0,0.153846153,3269
2022,"Charlie Culberson","TEX",13,27,27,7,3,4,0,0,3,1,0,0,4,0,0,0,3,0,1,0.259259259,3298
2022,"Anthony Rizzo","NYY",20,86,70,18,8,6,0,4,16,11,10,2,12,6,0,0,2,0,2,0.257142857,3473
2022,"Eric Hosmer","SDP",20,80,71,18,14,2,0,2,5,8,9,0,6,0,0,0,3,0,0,0.253521126,3516
2022,"Joey Votto","CIN",19,79,70,14,8,2,0,4,6,13,7,0,25,2,0,0,2,0,0,0.2,4314
2022,"Mike Moustakas","CIN",18,57,53,8,2,3,0,3,4,5,2,0,27,1,1,0,2,0,0,0.150943396,4892
2022,"Ender Inciarte","NYM",3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4922
2022,"Giancarlo Stanton","NYY",17,69,64,10,4,1,0,5,10,9,5,0,23,0,0,0,2,0,0,0.15625,4949
2022,"Stephen Vogt","OAK",15,43,37,5,3,0,0,2,3,8,3,0,10,0,3,0,1,0,0,0.135135135,5000
2022,"Josh Donaldson","NYY",22,87,82,16,9,4,0,3,11,13,3,0,27,1,1,0,2,1,0,0.195121951,5038
2022,"Justin Upton","SEA",6,19,16,2,1,0,0,1,2,1,2,0,8,1,0,0,0,0,0,0.125,5222
2022,"Justin Turner","LAD",16,66,55,22,18,2,0,2,9,13,8,0,9,2,1,0,1,0,0,0.4,5235
2022,"Robbie Grossman","DET",24,86,73,13,8,4,1,0,5,5,11,0,20,2,0,0,0,1,0,0.178082191,5254
2022,"Sandy Leon","CLE",4,14,11,2,2,0,0,0,0,0,3,0,3,0,0,0,1,0,0,0.181818181,5273
2022,"Aaron Hicks","NYY",23,85,69,19,12,3,1,3,15,13,16,1,15,0,0,0,2,2,0,0.275362318,5297
2022,"Brandon Crawford","SFG",9,36,33,5,3,2,0,0,3,3,1,0,7,1,1,0,2,0,0,0.151515151,5343
2022,"Freddie Freeman","LAD",26,114,98,38,21,11,0,6,20,19,12,2,8,1,3,0,0,2,1,0.387755102,5361
2022,"Jose Altuve","HOU",26,111,95,28,18,6,0,4,18,11,13,1,12,2,1,0,1,4,0,0.294736842,5417
2022,"Ji Man Choi","TBR",22,94,83,17,12,3,0,2,5,11,10,1,26,0,1,0,2,0,0,0.204819277,5452
2022,"Austin Romine","STL",8,28,26,4,3,1,0,0,2,0,2,0,7,0,0,0,0,0,0,0.153846153,5491
2022,"Marwin Gonzalez","NYY",12,28,23,2,2,0,0,0,1,1,3,0,9,1,0,1,0,2,0,0.086956521,5497
2022,"Kyle Higashioka","NYY",11,35,30,8,7,0,0,1,4,4,4,0,8,0,1,0,0,0,1,0.266666666,5517
2022,"Avisail Garcia","MIA",25,90,86,21,19,1,0,1,7,7,4,0,25,0,0,0,5,1,0,0.244186046,5760
2022,"Wilmer Flores","SFG",27,98,86,23,10,7,0,6,15,15,10,0,16,2,1,0,1,0,0,0.26744186,5827
2022,"Leury Garcia","CHW",19,69,66,17,15,1,0,1,11,6,1,0,14,1,0,1,3,0,0,0.257575757,5913
2022,"Didi Gregorius","PHI",20,73,69,8,6,0,1,1,3,7,3,0,10,0,1,0,0,1,0,0.115942028,6012
2022,"Eduardo Escobar","NYM",23,94,91,20,10,4,0,6,10,12,2,0,23,1,0,0,0,0,1,0.219780219,6153
2022,"J.D. Martinez","BOS",21,87,81,17,8,8,0,1,8,7,4,0,21,1,1,0,0,0,0,0.209876543,6184
2022,"Alcides Escobar","WSN",2,3,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,6310
2022,"Martin Maldonado","HOU",21,74,67,17,8,4,0,5,8,14,4,0,22,2,0,1,0,0,0,0.253731343,6887
2022,"Salvador Perez","KCR",3,13,12,2,0,0,0,2,2,7,0,0,5,0,1,0,0,0,0,0.166666666,7304
2022,"Travis d'Arnaud","ATL",17,64,58,11,10,1,0,0,6,4,6,0,14,0,0,0,2,0,0,0.189655172,7739
2022,"Miguel Rojas","MIA",26,95,87,22,15,7,0,0,5,7,6,0,10,0,1,1,5,3,0,0.252873563,7802
2022,"Charlie Blackmon","COL",25,105,96,27,17,4,2,4,13,18,6,2,21,2,1,0,4,0,0,0.28125,7859
2022,"Tim Beckham","MIN",1,4,4,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.25,7949
2022,"Matt Carpenter","NYY",23,85,73,26,10,7,0,9,16,23,8,0,20,4,0,0,2,0,0,0.356164383,8090
2022,"Josh Harrison","CHW",21,81,74,18,9,6,0,3,10,7,6,0,12,0,0,1,1,0,0,0.243243243,8202
2022,"Kurt Suzuki","LAA",8,26,25,3,3,0,0,0,1,2,0,0,5,0,1,0,0,0,0,0.12,8259
2022,"Ehire Adrianza","WSN",17,55,47,8,7,1,0,0,3,6,6,0,10,1,1,0,1,1,0,0.170212765,8418
2022,"Donovan Solano","CIN",24,82,74,23,18,3,0,2,7,10,4,0,13,3,1,0,3,0,0,0.31081081,8623
2022,"Elvis Andrus","OAK",23,89,81,22,14,5,0,3,11,11,8,0,17,0,0,0,2,2,1,0.271604938,8709
2022,"Paul Goldschmidt","STL",22,93,84,24,15,4,0,5,13,13,7,0,27,2,0,0,1,2,0,0.285714285,9218
2022,"Starling Marte","NYM",19,83,77,29,21,3,1,4,9,10,5,0,22,1,0,0,3,4,1,0.376623376,9241
2022,"AJ Pollock","CHW",22,84,76,17,12,4,0,1,6,11,8,0,16,0,0,0,4,0,0,0.22368421,9256
2022,"Evan Longoria","SFG",9,35,31,6,5,0,0,1,4,1,3,1,10,1,0,0,1,0,0,0.193548387,9368
