Season,Name,Tm,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,playerId
2023,"Miguel Cabrera","DET",19,78,71,22,16,5,0,1,5,10,5,0,14,1,1,0,1,0,0,0.309859154,1744
2023,"David Peralta","LAD",22,67,64,13,6,7,0,0,7,6,2,0,15,1,0,0,1,1,0,0.203125,2136
2023,"Adam Wainwright","STL",2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2233
2023,"Carlos Santana","MIL",26,112,100,28,17,5,1,5,19,18,11,0,18,0,1,0,5,0,0,0.28,2396
2023,"Tommy Pham","ARI",26,114,100,24,14,6,1,3,15,15,12,0,24,0,2,0,5,5,1,0.24,2967
2023,"Michael Brantley","HOU",13,49,46,13,10,1,0,2,6,5,2,0,1,0,1,0,1,0,0,0.282608695,4106
2023,"Joey Votto","CIN",13,47,38,8,6,1,0,1,6,5,7,0,7,2,0,0,1,0,0,0.210526315,4314
2023,"Mike Moustakas","LAA",15,54,50,11,11,0,0,0,1,4,1,0,13,0,3,0,1,0,0,0.22,4892
2023,"Jason Heyward","LAD",22,77,75,22,14,6,0,2,8,5,2,0,10,0,0,0,1,0,0,0.293333333,4940
2023,"Giancarlo Stanton","NYY",18,76,66,9,3,2,0,4,7,9,10,0,32,0,0,0,3,0,0,0.136363636,4949
2023,"Josh Donaldson","MIL",17,69,59,10,3,4,0,3,5,11,10,0,18,0,0,0,4,0,0,0.169491525,5038
2023,"Justin Turner","BOS",25,105,95,21,16,4,0,1,8,9,7,0,26,2,1,0,0,0,1,0.221052631,5235
2023,"Robbie Grossman","TEX",21,76,56,15,10,3,0,2,8,9,18,0,14,0,2,0,3,1,0,0.267857142,5254
2023,"Aaron Hicks","BAL",22,81,66,20,16,3,0,1,10,11,15,1,14,0,0,0,2,3,0,0.303030303,5297
2023,"Brandon Crawford","SFG",16,50,41,8,6,1,0,1,4,6,6,0,9,2,1,0,0,0,0,0.195121951,5343
2023,"Freddie Freeman","LAD",28,124,108,32,20,8,0,4,20,13,11,3,23,5,0,0,6,6,0,0.296296296,5361
2023,"Jose Altuve","HOU",26,118,108,33,21,5,0,7,19,17,7,0,21,3,0,0,4,1,0,0.305555555,5417
2023,"Ji Man Choi","SDP",8,25,20,2,1,1,0,0,0,2,3,0,5,1,1,0,1,0,0,0.1,5452
2023,"Kyle Higashioka","NYY",7,25,24,8,4,4,0,0,2,1,1,0,8,0,0,0,1,0,0,0.333333333,5517
2023,"Wilmer Flores","SFG",25,93,79,20,14,2,0,4,6,11,13,0,13,1,0,0,4,0,0,0.253164556,5827
2023,"Eduardo Escobar","LAA",22,66,63,13,11,0,1,1,3,5,3,0,20,0,0,0,1,0,0,0.206349206,6153
2023,"J.D. Martinez","LAD",21,89,81,27,15,4,0,8,12,25,6,0,27,0,2,0,2,0,0,0.333333333,6184
2023,"Martin Maldonado","HOU",19,64,58,12,6,2,0,4,6,8,5,0,23,0,0,1,2,0,0,0.206896551,6887
2023,"Salvador Perez","KCR",20,86,79,24,18,2,0,4,8,23,1,0,18,1,3,0,1,0,0,0.303797468,7304
2023,"Travis d'Arnaud","ATL",16,66,60,10,6,2,0,2,4,6,4,0,18,2,0,0,1,0,0,0.166666666,7739
2023,"Miguel Rojas","LAD",23,76,70,21,17,1,1,2,11,7,2,0,5,2,0,2,3,0,1,0.3,7802
2023,"Charlie Blackmon","COL",25,106,95,24,13,9,1,1,10,8,9,0,17,1,1,0,2,4,0,0.252631578,7859
2023,"Matt Carpenter","SDP",4,16,10,2,0,1,0,1,2,2,4,0,5,1,1,0,0,0,0,0.2,8090
2023,"Donovan Solano","MIN",19,77,68,17,13,2,1,1,7,8,3,0,16,6,0,0,2,0,0,0.25,8623
2023,"Elvis Andrus","CHW",20,71,70,20,14,5,0,1,5,8,1,0,14,0,0,0,6,1,0,0.285714285,8709
2023,"Paul Goldschmidt","STL",24,104,86,18,10,5,0,3,13,11,17,2,31,0,1,0,1,1,0,0.209302325,9218
2023,"Evan Longoria","ARI",13,42,36,6,6,0,0,0,1,3,6,0,10,0,0,0,3,0,0,0.166666666,9368
2023,"Yan Gomes","CHC",24,87,78,20,14,5,0,1,7,17,5,0,14,3,1,0,2,0,0,0.256410256,9627
2023,"Christian Vazquez","MIN",17,64,59,14,10,2,0,2,6,6,5,0,19,0,0,0,2,1,0,0.237288135,9774
2023,"Nolan Arenado","STL",17,74,67,14,12,2,0,0,10,6,6,1,10,0,1,0,1,1,0,0.208955223,9777
2023,"Andrew McCutchen","PIT",4,13,9,6,4,2,0,0,4,3,3,0,1,1,0,0,0,1,0,0.666666666,9847
2023,"DJ LeMahieu","NYY",24,108,94,23,16,4,1,2,12,9,14,0,22,0,0,0,5,2,0,0.244680851,9874
2023,"Trayce Thompson","CHW",17,54,47,8,7,1,0,0,1,1,6,0,23,1,0,0,0,1,0,0.170212765,9952
2023,"Christian Bethancourt","TBR",13,40,40,9,5,1,0,3,7,6,0,0,13,0,0,0,0,1,0,0.225,10028
2023,"Randal Grichuk","LAA",26,99,93,25,13,8,0,4,15,9,4,0,19,2,0,0,2,0,0,0.268817204,10243
2023,"Brandon Belt","TOR",9,30,27,8,3,1,0,4,6,6,2,0,10,1,0,0,0,0,0,0.296296296,10264
2023,"Rafael Ortega","NYM",15,44,34,6,5,1,0,0,5,2,9,0,12,0,0,1,0,1,0,0.176470588,10323
2023,"Marcell Ozuna","ATL",27,119,107,32,12,10,1,9,15,26,10,0,26,2,0,0,0,0,0,0.29906542,10324
2023,"Jon Singleton","HOU",8,12,11,2,2,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0.181818181,10441
2023,"Enrique Hernandez","LAD",23,76,68,18,13,2,0,3,8,14,5,1,11,0,3,0,0,1,0,0.264705882,10472
2023,"Carlos Perez","OAK",10,24,21,5,4,0,0,1,3,2,2,0,5,1,0,0,2,0,0,0.238095238,10642
2023,"Jurickson Profar","SDP",14,49,44,13,10,2,0,1,4,7,5,0,4,0,0,0,2,0,0,0.295454545,10815
2023,"Adam Duvall","BOS",21,79,74,11,5,2,1,3,6,8,2,0,32,1,2,0,0,0,0,0.148648648,10950
2023,"Kevin Kiermaier","TOR",23,82,75,19,9,7,1,2,13,5,5,0,17,0,2,0,1,2,1,0.253333333,11038
2023,"Kole Calhoun","CLE",23,87,80,13,8,2,0,3,5,10,5,0,23,0,2,0,2,0,0,0.1625,11200
2023,"Whit Merrifield","TOR",20,80,72,13,10,3,0,0,5,9,7,2,14,0,1,0,4,2,2,0.180555555,11281
2023,"Yasmani Grandal","CHW",11,30,27,5,4,1,0,0,2,1,3,0,2,0,0,0,2,0,0,0.185185185,11368
2023,"Gary Sanchez","SDP",4,13,11,2,0,1,0,1,1,2,1,0,3,1,0,0,0,0,0,0.181818181,11442
2023,"Mark Canha","MIL",25,106,93,28,20,5,0,3,12,18,8,0,17,5,0,0,2,4,0,0.301075268,11445
2023,"Christian Yelich","MIL",15,64,52,13,7,4,0,2,12,8,11,0,21,0,1,0,2,1,0,0.25,11477
2023,"Michael A. Taylor","MIN",10,36,30,4,1,1,1,1,4,6,5,0,12,0,0,1,0,0,0,0.133333333,11489
2023,"Manny Machado","SDP",19,86,81,26,19,2,0,5,11,13,5,1,15,0,0,0,3,0,0,0.320987654,11493
2023,"Bryce Harper","PHI",27,113,87,20,10,4,0,6,18,17,24,2,23,1,1,0,1,4,0,0.229885057,11579
2023,"Willson Contreras","STL",12,49,41,15,9,1,0,5,8,13,6,0,8,1,0,1,1,0,1,0.365853658,11609
2023,"Brandon Drury","LAA",27,119,109,26,9,9,1,7,14,19,7,0,29,3,0,0,4,0,0,0.23853211,11615
2023,"Elias Diaz","COL",23,81,76,19,14,4,0,1,9,10,5,0,23,0,0,0,3,0,0,0.25,11680
2023,"Nick Castellanos","PHI",27,111,100,24,11,5,1,7,11,23,8,0,33,1,2,0,4,4,0,0.24,11737
2023,"J.T. Realmuto","PHI",22,90,83,21,15,1,0,5,13,12,4,0,20,2,1,0,1,4,1,0.253012048,11739
2023,"Joc Pederson","SFG",24,85,73,14,7,4,0,3,10,7,11,2,21,1,0,0,2,0,0,0.191780821,11899
2023,"Nick Martini","CIN",20,52,48,12,5,2,1,4,7,10,2,0,11,2,0,0,1,0,0,0.25,12005
2023,"Jon Berti","MIA",22,66,53,20,13,2,1,4,9,8,12,0,10,1,0,0,0,3,1,0.37735849,12037
2023,"Juniel Querecuto","STL",8,21,20,2,1,1,0,0,2,0,1,0,6,0,0,0,0,0,0,0.1,12140
2023,"Max Kepler","MIN",25,103,89,26,18,3,2,3,19,16,13,0,23,0,1,0,0,1,0,0.292134831,12144
2023,"Nick Ahmed","ARI",4,11,10,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,12147
2023,"Eddie Rosario","ATL",26,94,88,21,17,3,0,1,8,10,4,0,21,1,1,0,0,0,1,0.238636363,12155
2023,"Austin Barnes","LAD",11,42,35,8,5,2,0,1,6,3,6,0,7,0,1,0,1,0,0,0.228571428,12158
2023,"Xander Bogaerts","SDP",26,115,103,43,27,10,2,4,25,13,7,0,15,2,3,0,1,6,1,0.417475728,12161
2023,"Jace Peterson","ARI",17,47,42,8,5,3,0,0,3,3,5,0,6,0,0,0,0,2,0,0.19047619,12325
2023,"Kevin Pillar","ATL",16,46,45,10,6,2,0,2,6,9,0,0,11,0,1,0,1,0,1,0.222222222,12434
2023,"Kolten Wong","LAD",18,34,30,9,7,0,0,2,4,8,2,0,7,1,1,0,1,2,1,0.3,12532
2023,"Marcus Semien","TEX",29,131,117,33,16,8,0,9,23,19,12,0,22,2,0,0,1,1,0,0.282051282,12533
2023,"C.J. Cron","LAA",1,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12546
2023,"Eugenio Suarez","SEA",29,118,106,23,12,7,0,4,14,13,9,0,41,1,2,0,2,0,0,0.216981132,12552
2023,"Trevor Story","BOS",24,92,86,18,12,4,0,2,7,11,5,0,28,1,0,0,0,5,2,0.209302325,12564
2023,"George Springer","TOR",27,126,113,30,21,5,0,4,16,18,12,0,26,0,0,0,1,1,1,0.265486725,12856
2023,"James McCann","BAL",14,49,45,8,4,2,0,2,6,5,3,0,14,1,0,0,2,0,0,0.177777777,12859
2023,"Francisco Lindor","NYM",28,119,103,28,17,4,0,7,23,19,12,1,18,2,2,0,0,7,2,0.27184466,12916
2023,"Brandon Nimmo","NYM",24,110,100,34,18,9,2,5,17,14,9,0,21,1,0,0,2,0,0,0.34,12927
