Season,Name,Tm,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,playerId
2024,"David Peralta","SDP",7,16,15,3,3,0,0,0,1,1,1,0,7,0,0,0,0,0,0,0.2,2136
2024,"Carlos Santana","MIN",26,96,85,20,13,3,0,4,9,10,11,1,15,0,0,0,1,0,0,0.235294117,2396
2024,"Tommy Pham","CHW",26,113,104,30,21,6,0,3,15,12,8,0,24,1,0,0,1,3,1,0.288461538,2967
2024,"Anthony Rizzo","NYY",26,106,96,23,19,2,0,2,13,10,6,0,14,3,1,0,1,0,0,0.239583333,3473
2024,"Jason Heyward","LAD",11,32,29,6,3,0,1,2,4,3,2,0,5,1,0,0,1,1,0,0.206896551,4940
2024,"Giancarlo Stanton","NYY",24,96,92,20,10,3,0,7,8,13,4,0,30,0,0,0,3,0,0,0.217391304,4949
2024,"Justin Turner","TOR",21,81,72,8,6,2,0,0,3,5,9,0,11,0,0,0,4,0,0,0.111111111,5235
2024,"Robbie Grossman","2 Tms",14,42,34,6,3,3,0,0,2,2,7,0,5,0,1,0,2,1,0,0.176470588,5254
2024,"Brandon Crawford","STL",5,15,14,3,2,0,0,1,1,1,1,0,3,0,0,0,0,0,0,0.214285714,5343
2024,"Freddie Freeman","LAD",27,115,101,27,15,7,1,4,17,14,10,2,18,3,1,0,3,0,0,0.267326732,5361
2024,"Jose Altuve","HOU",28,123,118,28,24,2,0,2,12,11,3,1,28,2,0,0,3,4,1,0.237288135,5417
2024,"Kyle Higashioka","SDP",8,23,22,2,1,1,0,0,0,2,1,0,9,0,0,0,0,0,0,0.09090909,5517
2024,"Wilmer Flores","SFG",21,74,69,14,9,4,0,1,6,4,3,0,11,1,1,0,3,0,0,0.20289855,5827
2024,"J.D. Martinez","NYM",26,106,97,27,16,6,0,5,9,13,8,0,32,0,0,0,1,0,0,0.278350515,6184
2024,"Martin Maldonado","CHW",13,41,39,2,2,0,0,0,0,1,1,0,20,0,0,1,0,0,0,0.051282051,6887
2024,"Salvador Perez","KCR",27,113,102,29,17,9,0,3,10,15,6,2,24,5,0,0,4,0,0,0.284313725,7304
2024,"Travis d'Arnaud","ATL",17,62,56,13,7,6,0,0,5,5,4,0,16,1,1,0,2,0,0,0.232142857,7739
2024,"Miguel Rojas","LAD",14,40,38,11,6,5,0,0,5,4,2,0,3,0,0,0,2,1,0,0.289473684,7802
2024,"Charlie Blackmon","COL",23,88,77,20,12,6,1,1,13,15,9,2,6,2,0,0,1,2,1,0.259740259,7859
2024,"Matt Carpenter","STL",9,35,29,6,4,1,0,1,3,4,5,0,12,1,0,0,0,0,0,0.206896551,8090
2024,"Ehire Adrianza","LAA",4,16,15,2,0,1,0,1,2,1,1,0,8,0,0,0,1,0,0,0.133333333,8418
2024,"Donovan Solano","SDP",14,45,39,16,13,2,0,1,3,4,4,0,5,2,0,0,0,0,0,0.41025641,8623
2024,"Paul Goldschmidt","STL",24,109,98,20,11,4,0,5,14,11,10,0,33,1,0,0,2,2,0,0.204081632,9218
2024,"Starling Marte","NYM",27,105,95,24,18,3,1,2,12,11,7,0,24,2,1,0,2,3,0,0.252631578,9241
2024,"Yan Gomes","CHC",11,38,35,3,2,0,0,1,3,3,1,0,17,1,1,0,0,0,0,0.085714285,9627
2024,"Christian Vazquez","MIN",15,55,53,5,4,1,0,0,1,3,0,0,13,1,1,0,1,0,1,0.094339622,9774
2024,"Nolan Arenado","STL",23,98,92,22,14,4,0,4,9,13,5,0,16,0,1,0,2,0,0,0.239130434,9777
2024,"Andrew McCutchen","PIT",24,107,94,26,18,3,0,5,17,12,11,1,21,2,0,0,0,0,1,0.276595744,9847
2024,"DJ LeMahieu","NYY",3,12,9,2,2,0,0,0,3,0,3,0,2,0,0,0,1,0,0,0.222222222,9874
2024,"Christian Bethancourt","MIA",14,39,35,10,6,3,0,1,5,3,2,0,8,0,0,2,0,0,0,0.285714285,10028
2024,"Tucker Barnhart","ARI",9,33,24,3,2,1,0,0,7,1,8,0,12,0,0,1,0,0,0,0.125,10200
2024,"Jose Iglesias","NYM",1,4,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.25,10231
2024,"Randal Grichuk","ARI",18,38,37,10,8,2,0,0,2,2,1,0,6,0,0,0,1,0,0,0.27027027,10243
2024,"Rafael Ortega","CHW",5,12,11,1,1,0,0,0,2,0,1,0,3,0,0,0,1,2,0,0.09090909,10323
2024,"Marcell Ozuna","ATL",27,112,96,28,16,5,0,7,11,18,13,0,31,1,2,0,2,0,0,0.291666666,10324
2024,"Jon Singleton","HOU",27,105,89,19,14,1,0,4,15,11,15,0,28,0,1,0,2,0,0,0.213483146,10441
2024,"Enrique Hernandez","LAD",20,59,52,8,6,0,0,2,3,2,7,0,18,0,0,0,1,0,0,0.153846153,10472
2024,"Gio Urshela","DET",14,48,44,10,7,2,0,1,4,4,3,0,6,1,0,0,2,0,0,0.227272727,10681
2024,"Jurickson Profar","SDP",27,112,96,33,27,2,0,4,18,18,14,1,13,2,0,0,1,2,2,0.34375,10815
2024,"Adam Duvall","ATL",23,65,59,10,5,2,0,3,5,5,5,0,17,1,0,0,1,0,0,0.169491525,10950
2024,"Kevin Kiermaier","TOR",15,54,47,11,6,2,2,1,7,5,3,0,16,1,1,2,0,2,0,0.234042553,11038
2024,"Whit Merrifield","PHI",15,64,55,9,5,3,0,1,8,2,9,0,7,0,0,0,0,4,1,0.163636363,11281
2024,"Yasmani Grandal","PIT",17,64,63,12,7,3,0,2,5,11,1,0,14,0,0,0,2,1,0,0.19047619,11368
2024,"Gary Sanchez","MIL",18,67,60,15,9,2,0,4,10,13,5,0,20,1,1,0,1,0,0,0.25,11442
2024,"Mark Canha","DET",23,97,85,18,15,2,0,1,11,8,10,1,26,1,1,0,0,0,0,0.211764705,11445
2024,"Christian Yelich","MIL",20,88,78,25,17,5,2,1,14,16,10,0,20,0,0,0,0,6,1,0.32051282,11477
2024,"Michael A. Taylor","PIT",17,52,48,6,4,1,0,1,6,3,3,0,21,0,1,0,0,0,1,0.125,11489
2024,"Manny Machado","SDP",26,107,100,23,15,7,0,1,9,13,7,0,23,0,0,0,6,3,1,0.23,11493
2024,"Bryce Harper","PHI",26,113,96,30,18,5,0,7,19,24,16,3,27,0,1,0,0,2,0,0.3125,11579
2024,"Willson Contreras","STL",6,22,18,7,2,3,0,2,7,3,4,0,9,0,0,0,0,1,0,0.388888888,11609
2024,"Brandon Drury","LAA",5,19,19,3,1,2,0,0,1,1,0,0,4,0,0,0,0,0,0,0.157894736,11615
2024,"Elias Diaz","COL",21,82,78,23,15,6,0,2,7,10,4,1,13,0,0,0,2,0,0,0.294871794,11680
2024,"Nick Castellanos","PHI",27,115,105,24,14,5,0,5,18,15,7,0,26,2,1,0,4,1,1,0.228571428,11737
