Season,Month,Name,Tm,IP,TBF,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,FIP,xFIP,playerId
2021,"Mar/Apr","Matt Moore","PHI",11,59,9.81818182,7.36363636,1.33333333,3.27272727,0.20338983,0.15254237,0.05084746,0.354166666,2.36363636,0.38235294,0.6372549,8.17003412246704,6.169502863558856,1890
2021,"Mar/Apr","Ross Detwiler","MIA",1,4,9,9,1,0,0.25,0.25,0,0,1,0,1,4.170034122467041,4.170034122467041,2859
2021,"Mar/Apr","Zack Greinke","HOU",36.2,147,6.62727273,1.47272727,4.5,1.22727273,0.18367347,0.04081633,0.14285714,0.258992805,1.14545455,0.28703704,0.80555556,4.042761395114975,4.242911773009735,1943
2021,"Mar/Apr","Ervin Santana","KCR",3,11,3,0,1,0,0.09090909,0,0.09090909,0.181818181,0.66666667,0.2,0.5,2.503367455800375,5.443971000115077,3200
2021,"Mar/Apr","Clayton Kershaw","LAD",38.2,150,9.07758621,1.1637931,7.8,0.69827586,0.26,0.03333333,0.22666667,0.209790209,0.90517241,0.26213592,0.81168831,2.549344467348135,3.2290358125598786,2036
2021,"Mar/Apr","Derek Holland","DET",2.2,13,10.12499999,0,3,3.375,0.23076923,0,0.23076923,0.307692307,1.5,0.33333333,0.38461538,5.795034119185791,3.5665773118545943,4141
2021,"Mar/Apr","Adam Wainwright","STL",28.2,121,10.04651163,1.88372093,5.33333333,1.56976744,0.26446281,0.04958678,0.21487603,0.265486725,1.25581395,0.32894737,0.77419355,4.042127145621449,3.2518256702993344,2233
2021,"Mar/Apr","Wade LeBlanc","BAL",1.2,12,10.79999998,5.39999999,2,0,0.16666667,0.08333333,0.08333333,0.545454545,4.19999999,0.66666667,0.42857143,2.570034123667041,4.687268671339158,5221
2021,"Mar/Apr","Corey Kluber","NYY",21.2,101,7.89230769,5.4,1.46153846,1.24615385,0.18811881,0.12871287,0.05940594,0.289156626,1.70769231,0.33333333,0.75418994,5.431572583657574,5.667375037377629,2429
2021,"Mar/Apr","David Phelps","TOR",1,4,18,9,2,0,0.5,0.25,0.25,0,1,0,1,2.170034122467041,2.170034122467041,6316
2021,"Mar/Apr","Lance Lynn","CHW",19.2,77,12.3559322,0.91525424,13.5,0.45762712,0.35064935,0.02597403,0.32467533,0.213333333,0.91525424,0.31914894,0.84337349,1.3903731058195261,2.433909397431856,2520
2021,"Mar/Apr","Chris Archer","TBR",2.1,10,15.42857145,0,4,0,0.4,0,0.4,0.3,1.28571429,0.5,1,-0.25853731100234656,0.49761788718736977,6345
2021,"Mar/Apr","Max Scherzer","WSN",30,116,11.4,1.8,6.33333333,1.8,0.32758621,0.05172414,0.27586207,0.203703703,0.93333333,0.24615385,0.82524272,3.936700789133708,3.68918362458547,3137
2021,"Mar/Apr","Julio Teheran","DET",5,20,5.4,5.4,1,1.8,0.15,0.15,0,0.235294117,1.4,0.23076923,1,6.370034122467041,5.887268674373627,6797
2021,"Mar/Apr","Danny Duffy","KCR",23,91,10.56521739,2.34782609,4.5,0.39130435,0.2967033,0.06593407,0.23076923,0.211764705,1.04347826,0.29824561,0.92920354,2.170034122467041,3.5993130481761435,3542
2021,"Mar/Apr","James Paxton","SEA",1.1,5,13.50000003,6.75000002,2,0,0.4,0.2,0.2,0,0.75,0,0,2.420034120592041,2.4200341205920415,11828
2021,"Mar/Apr","Jake Arrieta","CHC",31.1,135,8.04255319,3.44680851,2.33333333,1.43617021,0.20740741,0.08888889,0.11851852,0.241666666,1.30851064,0.26966292,0.77142857,4.701949016247032,4.936167543616897,4153
2021,"Mar/Apr","Andrew Kittredge","TBR",1.2,6,16.19999997,0,3,5.39999999,0.5,0,0.5,0.166666666,0.6,0,1,7.370034114067042,1.6872686773391576,12828
2021,"Mar/Apr","Charlie Morton","ATL",28.1,118,10.48235294,3.17647059,3.3,0.95294118,0.27966102,0.08474576,0.19491525,0.228571428,1.2,0.3,0.66037736,3.487681181327941,3.4189142869092124,4676
2021,"Mar/Apr","Zack Godley","MIL",3,17,15,15,1,0,0.29411765,0.29411765,0,0.09090909,2,0.16666667,0.42857143,5.836700789133708,7.01294220685959,14862
2021,"Mar/Apr","Matt Shoemaker","MIN",19.2,87,6.40677966,2.74576271,2.33333333,2.28813559,0.16091954,0.06896552,0.09195402,0.256410256,1.3220339,0.24590164,0.75,6.1191866643400665,5.2363617874336725,4776
2021,"Mar/Apr","Brent Honeywell","TBR",3,13,12,3,4,3,0.30769231,0.07692308,0.23076923,0.25,1.33333333,0.28571429,0.38461538,5.836700789133708,3.2677295823891965,16466
2021,"Mar/Apr","Rich Hill","TBR",22.1,95,9.67164179,2.82089552,3.42857143,2.01492537,0.25263158,0.07368421,0.17894737,0.261904761,1.29850746,0.29824561,0.54166667,5.140183376492436,3.8887626893667875,4806
2021,"Mar/Apr","Elieser Hernandez","MIA",7.1,31,8.59090909,1.22727273,7,2.45454546,0.22580645,0.03225806,0.19354839,0.25,1.09090909,0.25,0.96774194,5.624579578128198,3.522694044381832,16933
2021,"Mar/Apr","Jon Lester","WSN",5,21,1.8,3.6,0.5,0,0.04761905,0.0952381,-0.04761905,0.263157894,1.4,0.27777778,1,3.970034122467041,5.028651398420334,4930
2021,"Mar/Apr","Dinelson Lamet","SDP",2,8,18,4.5,4,0,0.5,0.125,0.375,0.142857142,1,0.33333333,1,0.6700341224670412,2.4343962490558626,17186
2021,"Mar/Apr","Michael Pineda","MIN",27.1,107,8.8902439,1.97560976,4.5,1.64634146,0.25233645,0.05607477,0.19626168,0.19,0.91463415,0.20289855,0.88888889,4.2310097323525255,3.8540058027060664,5372
2021,"Mar/Apr","Trent Thornton","TOR",4.1,17,4.15384616,0,2,4.15384616,0.11764706,0,0.11764706,0.3125,1.15384615,0.25,1,8.939264896135679,4.97506734684263,17948
2021,"Mar/Apr","Madison Bumgarner","ARI",30.2,132,9.68478261,2.93478261,3.3,1.17391304,0.25,0.07575758,0.17424243,0.24137931,1.23913043,0.2962963,0.63186813,4.083077600628667,4.516166688096366,5524
2021,"Mar/Apr","Eric Lauer","MIL",5,20,5.4,3.6,1.5,0,0.15,0.1,0.05,0.222222222,1.2,0.26666667,1,3.170034122467041,4.934396249055863,19316
2021,"Mar/Apr","Trevor Cahill","PIT",19,83,9,2.36842105,3.8,0.94736842,0.22891566,0.06024096,0.1686747,0.289473684,1.42105263,0.35087719,0.45454545,3.3279288593091465,3.3524252750371635,6249
2021,"Mar/Apr","Joey Lucchesi","NYM",6,27,12,3,4,0,0.2962963,0.07407407,0.22222222,0.260869565,1.33333333,0.375,0.33333333,2.003367455800375,3.1796088735262558,19320
2021,"Mar/Apr","Jake Odorizzi","HOU",8,37,12.375,3.375,3.66666667,3.375,0.2972973,0.08108108,0.21621622,0.294117647,1.625,0.35,0.45454545,6.420034122467041,4.191577312350273,6397
2021,"Mar/Apr","Nick Nelson","NYY",1,7,18,18,1,0,0.28571429,0.28571429,0,0.4,4,0.66666667,0.5,5.170034122467041,6.934396249055863,20153
2021,"Mar/Apr","Alex Cobb","LAA",16.1,80,12.67346939,2.75510204,4.6,0.55102041,0.2875,0.0625,0.225,0.328767123,1.7755102,0.46938776,0.57432432,2.435340244766083,2.503599245558212,6562
2021,"Mar/Apr","Anthony Kay","TOR",3.1,16,8.10000001,0,3,0,0.1875,0,0.1875,0.375,1.8,0.46153846,0.16666667,1.3700341206670412,2.4286513976789514,20387
2021,"Mar/Apr","Johnny Cueto","SFG",20,74,8.1,1.8,4.5,0,0.24324324,0.05405405,0.18918919,0.19117647,0.85,0.25,0.76470588,1.9700341224670412,3.4697419300675394,6893
2021,"Mar/Apr","Edwin Uceta","LAD",2,9,9,4.5,2,4.5,0.22222222,0.11111111,0.11111111,0.5,2.5,0.6,0.83333333,9.17003412246704,5.316577312350273,20539
2021,"Mar/Apr","Chase Anderson","PHI",21.2,98,7.89230769,4.15384615,1.9,1.24615385,0.19387755,0.10204082,0.09183674,0.25,1.43076923,0.28125,0.69444444,4.877726429896627,5.194960981754408,6895
2021,"Mar/Apr","Luis Patino","TBR",2.2,9,10.12499999,3.375,3,0,0.33333333,0.11111111,0.22222222,0,0.375,0,1,2.0450341238732914,4.691577310448344,22815
2021,"Mar/Apr","Martin Perez","BOS",23,106,8.60869565,3.52173913,2.44444444,0.39130435,0.20754717,0.08490566,0.12264151,0.277777777,1.47826087,0.34782609,0.69148936,3.6482949920322585,4.924151124124942,6902
2021,"Mar/Apr","J.A. Happ","MIN",23,87,5.08695652,2.73913043,1.85714286,0.7826087,0.14942529,0.08045977,0.06896552,0.15,0.82608696,0.15384615,0.86419753,4.08307760072791,5.484118912790133,7410
2021,"Mar/Apr","Jordan Lyles","TEX",24,108,7.5,2.25,3.33333333,2.625,0.18518519,0.05555556,0.12962963,0.313131313,1.54166667,0.32432432,0.70921986,6.170034122467042,5.392486088722945,7593
2021,"Mar/Apr","Tommy Milone","TOR",2.1,11,15.42857145,0,4,0,0.36363636,0,0.36363636,0.272727272,1.28571429,0.42857143,0.33333333,-0.25853731100234656,2.0099282835668033,7608
2021,"Mar/Apr","Mike Fiers","OAK",6,25,4.5,3,1.5,3,0.12,0.08,0.04,0.260869565,1.33333333,0.22222222,0.96153846,7.503367455800374,5.522516957918803,7754
2021,"Mar/Apr","Brett Anderson","MIL",17.1,73,4.15384615,2.07692308,2,1.55769231,0.10958904,0.05479452,0.05479452,0.264705882,1.26923077,0.25862069,0.73033708,5.189264892086124,4.160746364142131,8223
2021,"Mar/Apr","Paolo Espino","WSN",4.1,18,6.23076924,2.07692308,3,4.15384616,0.16666667,0.05555556,0.11111111,0.294117647,1.38461539,0.25,1,8.47772643424219,5.735010358142539,8246
2021,"Mar/Apr","Tanner Roark","TOR",3,15,6,0,2,9,0.13333333,0,0.13333333,0.4,2,0.3,0.55555556,14.836700789133708,6.5416664600372325,8753
2021,"Mar/Apr","Wade Miley","CIN",27,108,6.33333333,2.33333333,2.71428571,1,0.17592593,0.06481481,0.11111111,0.188118811,0.96296296,0.20253165,0.82568807,3.984848937281856,3.8473394014217237,8779
2021,"Mar/Apr","Nathan Eovaldi","BOS",34.2,143,8.30769231,1.81730769,4.57142857,0,0.22377622,0.04895105,0.17482518,0.2481203,1.15384615,0.32673267,0.6744186,2.1892648917921154,3.563431547945508,9132
2021,"Mar/Apr","Patrick Corbin","WSN",16.1,82,7.71428572,5.51020408,1.4,3.30612245,0.17073171,0.12195122,0.04878049,0.328571428,2.02040816,0.34,0.56390977,8.435340245990574,6.03631780376347,9323
2021,"Mar/Apr","Dallas Keuchel","CHW",31,131,4.64516129,3.19354839,1.45454545,0.87096774,0.1221374,0.08396947,0.03816794,0.254237288,1.32258065,0.27,0.63492063,4.55713089666059,4.49427943402721,9434
2021,"Mar/Apr","Garrett Richards","BOS",23.2,109,8.36619718,4.94366197,1.69230769,1.14084507,0.20183486,0.11926606,0.08256881,0.265957446,1.6056338,0.31428571,0.68965517,4.733414403936988,4.874739377359267,9784
2021,"Mar/Apr","Mike Minor","KCR",25.2,112,9.46753247,3.50649351,2.7,2.1038961,0.24107143,0.08928571,0.15178571,0.247524752,1.36363636,0.27941176,0.72463768,5.39081334295785,4.414093750785916,10021
2021,"Mar/Apr","Kyle Gibson","TEX",33.1,134,7.29,2.7,2.7,0,0.20149254,0.07462687,0.12686567,0.219512195,1.11,0.28125,0.76315789,2.540034122404041,3.916236581280942,10123
2021,"Mar/Apr","Stephen Strasburg","WSN",10,46,9.9,6.3,1.57142857,2.7,0.23913043,0.15217391,0.08695652,0.23076923,1.6,0.24,0.6779661,6.970034122467041,5.540141099691391,10131
2021,"Mar/Apr","Zack Wheeler","PHI",31.2,126,9.94736842,3.12631579,3.18181818,1.13684211,0.27777778,0.08730159,0.19047619,0.21238938,1.10526316,0.26666667,0.82236842,3.738455175038786,3.6564174764522743,10310
2021,"Mar/Apr","Mike Foltynewicz","TEX",27.1,115,8.56097561,2.30487805,3.71428571,2.63414634,0.22608696,0.06086957,0.16521739,0.261682242,1.28048781,0.27027027,0.88235294,5.840765830109813,4.359681801533982,10811
2021,"Mar/Apr","Jacob deGrom","NYM",35,123,15.17142857,1.02857143,14.75,0.51428571,0.4796748,0.03252033,0.44715447,0.13559322,0.57142857,0.24137931,0.87209302,0.8843198367527556,1.452131702218737,10954
2021,"Mar/Apr","Merrill Kelly","ARI",27,118,6,2.33333333,2.57142857,1.33333333,0.15254237,0.05932203,0.09322034,0.304761904,1.44444444,0.31818182,0.58139535,4.651515603948523,4.75133878632828,11156
2021,"Mar/Apr","Vince Velasquez","PHI",8.1,38,9.72,3.24,3,4.32,0.23684211,0.07894737,0.15789474,0.285714285,1.56,0.27272727,1,8.330034124531041,4.842439040614565,11189
2021,"Mar/Apr","Jose Quintana","LAA",13.1,71,12.825,8.775,1.46153846,1.35,0.26760563,0.18309859,0.08450704,0.315789473,2.325,0.43243243,0.4964539,5.195034122973292,4.700632877285468,11423
2021,"Mar/Apr","Robbie Ray","TOR",22.2,92,7.94117647,3.57352941,2.22222222,1.58823529,0.2173913,0.09782609,0.11956522,0.216867469,1.19117647,0.23728814,0.93457944,4.890622357508131,4.386813338973819,11486
2021,"Mar/Apr","Aaron Sanchez","SFG",24.1,100,7.39726027,3.32876712,2.22222222,0.36986301,0.2,0.09,0.11,0.193181818,1.06849315,0.23880597,0.83333333,3.5398971362163376,4.238287115161732,11490
2021,"Mar/Apr","Jose Urena","DET",28.2,123,6.59302326,4.70930233,1.4,0.31395349,0.17073171,0.12195122,0.04878049,0.24074074,1.43023256,0.29069767,0.68181818,3.728173657285862,4.2594455418318,11589
2021,"Mar/Apr","Jameson Taillon","NYY",17.1,74,10.90384616,1.03846154,10.5,2.07692308,0.28378378,0.02702703,0.25675676,0.285714285,1.26923077,0.34782609,0.63218391,4.266187968831686,3.9127311586469458,11674
2021,"Mar/Apr","Carlos Martinez","STL",28.1,118,5.4,2.22352941,2.42857143,0.63529412,0.1440678,0.05932203,0.08474576,0.212962962,1.05882353,0.23333333,0.54794521,3.8406223578400516,4.853395037638736,11682
2021,"Mar/Apr","Matt Harvey","BAL",25.1,110,7.46052632,2.13157895,3.5,0.71052632,0.19090909,0.05454545,0.13636364,0.264705882,1.30263158,0.3125,0.70512821,3.3674025435456425,4.08223358961551,11713
2021,"Mar/Apr","Drew Smyly","ATL",19,87,8.52631579,3.31578947,2.57142857,4.26315789,0.20689655,0.08045977,0.12643678,0.282051282,1.52631579,0.24528302,0.48780488,8.538455175098619,5.444978868647626,11760
2021,"Mar/Apr","Taijuan Walker","NYM",21,87,9.85714286,6,1.64285714,0,0.26436782,0.16091954,0.10344828,0.171428571,1.23809524,0.24489796,0.77777778,3.1224150748479937,4.214639248450597,11836
2021,"Mar/Apr","Kyle Hendricks","CHC",22.2,108,8.33823529,3.17647059,2.625,3.97058823,0.19444444,0.07407407,0.12037037,0.333333333,1.76470588,0.32835821,0.82142857,8.375916474642647,4.820128513892924,12049
2021,"Mar/Apr","Chris Bassitt","OAK",34.1,149,9.4368932,3.14563107,3,0.78640777,0.24161074,0.08053691,0.16107383,0.244274809,1.2815534,0.31182796,0.75892857,3.6943059671781358,4.048670093554554,12304
2021,"Mar/Apr","Trevor Bauer","LAD",40,148,11.475,1.8,6.375,1.575,0.34459459,0.05405405,0.29054054,0.137681159,0.675,0.15,0.88541667,3.6450341224670413,3.2667234085500243,12703
