Season,Month,Name,Tm,IP,TBF,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,FIP,xFIP,playerId
2024,"Jun","Lance Lynn","STL",30.1,131,9.1978022,2.37362637,3.875,0.89010989,0.23664122,0.0610687,0.17557252,0.239669421,1.21978022,0.29213483,0.57926829,3.199446811260451,3.458971885779449,2520
2024,"Jun","Tommy Henry","ARI",3.2,19,4.9090909,4.9090909,1,4.9090909,0.10526316,0.10526316,0,0.4,2.18181818,0.33333333,0.48387097,11.6210252251493,7.829043569444264,26285
2024,"Jun","Max Scherzer","TEX",10.1,38,6.96774194,1.74193548,4,0.87096774,0.21052632,0.05263158,0.15789474,0.138888888,0.67741936,0.14814815,0.89285714,3.4568023590286088,4.5399121496570185,3137
2024,"Jun","Charlie Morton","ATL",29,118,8.68965517,4.03448276,2.15384615,0.31034483,0.23728814,0.11016949,0.12711864,0.193877551,1.10344828,0.25352113,0.73033708,3.5457901231173814,4.244555120940866,4676
2024,"Jun","Albert Suarez","BAL",25,115,5.76,4.32,1.33333333,0.36,0.13913043,0.10434783,0.03478261,0.285714285,1.6,0.31764706,0.78282828,3.966479778289795,5.623771883249283,6175
2024,"Jun","Carlos Carrasco","CLE",24.2,104,7.2972973,1.82432432,4,1.09459459,0.19230769,0.04807692,0.14423077,0.284210526,1.2972973,0.32432432,0.63758389,3.977290588991037,3.806055184004836,6632
2024,"Jun","Martin Perez","PIT",4,21,9,4.5,2,2.25,0.19047619,0.0952381,0.0952381,0.421052631,2.5,0.5,0.46511628,5.916479778289795,3.800486082956195,6902
2024,"Jun","Justin Verlander","HOU",10,47,6.3,1.8,3.5,2.7,0.14893617,0.04255319,0.10638298,0.341463414,1.6,0.33333333,0.72463768,6.866479778289795,5.839295750111342,8700
2024,"Jun","Nathan Eovaldi","TEX",28.2,118,8.79069767,2.19767442,4,1.88372093,0.23728814,0.05932203,0.1779661,0.227272727,1.11627907,0.25,0.77235772,4.771130940893905,3.5797906077917636,9132
2024,"Jun","Patrick Corbin","WSN",28.2,116,7.53488372,2.19767442,3.42857143,1.56976744,0.20689655,0.06034483,0.14655172,0.257142857,1.18604651,0.28205128,0.72413793,4.701363499041553,4.174489455102408,9323
2024,"Jun","Dallas Keuchel","MIL",4,21,9,2.25,4,4.5,0.19047619,0.04761905,0.14285714,0.4,2.25,0.42857143,0.64516129,8.416479778289794,3.4284881845116617,9434
2024,"Jun","Miles Mikolas","STL",29.2,119,5.46067416,1.21348315,4.5,0.91011236,0.1512605,0.03361345,0.11764706,0.24778761,1.07865169,0.2688172,0.55555556,3.7732213512553296,4.548244204710828,9803
2024,"Jun","Kyle Gibson","STL",22.2,96,9.92647059,4.36764706,2.27272727,0.79411765,0.26041667,0.11458333,0.14583333,0.226190476,1.32352941,0.29310345,0.73529412,3.5635386017608157,3.4837798296938627,10123
2024,"Jun","Zack Wheeler","PHI",32,127,7.59375,2.25,3.375,1.40625,0.21259843,0.06299213,0.1496063,0.226086956,1.0625,0.25,0.8,4.541479778289795,4.116738709900528,10310
2024,"Jun","Chris Sale","ATL",30,118,12,2.4,5,0.9,0.33898305,0.06779661,0.27118644,0.222222222,1.06666667,0.31818182,0.65972222,2.6998131116231283,2.4582189959784353,10603
2024,"Jun","Jose Quintana","NYM",24,106,9.75,4.125,2.36363636,1.5,0.24528302,0.10377358,0.14150943,0.241758241,1.375,0.29508197,0.85987261,5.041479778289796,4.197820467067262,11423
2024,"Jun","Jose Urena","TEX",6.2,22,8.1,1.35,6,1.35,0.27272727,0.04545455,0.22727273,0.047619047,0.3,0,1,3.7664797779897947,3.4040886047039502,11589
2024,"Jun","Jameson Taillon","CHC",30,125,8.7,1.5,5.8,1.2,0.232,0.04,0.192,0.262711864,1.2,0.31034483,0.78947368,3.466479778289795,4.101959614704053,11674
2024,"Jun","James Paxton","LAD",23.2,106,8.36619718,3.8028169,2.2,0.76056338,0.20754717,0.09433962,0.11320755,0.27173913,1.47887324,0.31944444,0.52795031,3.673522031739508,4.619336214666847,11828
2024,"Jun","Taijuan Walker","PHI",20.1,86,7.96721312,3.98360656,2,2.65573771,0.20930233,0.10465116,0.10465116,0.24,1.32786885,0.22641509,0.75268817,6.559922401796917,4.508522487492989,11836
2024,"Jun","Kyle Hendricks","CHC",16.1,65,8.26530612,1.65306122,5,1.10204082,0.23076923,0.04615385,0.18461538,0.229508196,1.04081633,0.26666667,0.49295775,3.472602227331861,3.454488527681536,12049
2024,"Jun","Scott McGough","ARI",3,12,9,3,3,3,0.25,0.08333333,0.16666667,0.181818181,1,0.14285714,0.625,6.499813111623129,3.1744853824377066,12056
2024,"Jun","Aaron Brooks","OAK",4.1,21,2.07692308,2.07692308,1,2.07692308,0.04761905,0.04761905,0,0.35,1.84615385,0.33333333,0.15151515,6.397249011544233,5.490799111769548,12272
2024,"Jun","Chris Bassitt","TOR",37,157,8.51351351,2.91891892,2.91666667,0.24324324,0.22292994,0.07643312,0.14649682,0.25,1.27027027,0.32380952,0.84677419,2.9232365350465517,3.9612983137369158,12304
2024,"Jun","Colin Rea","MIL",23.2,91,6.84507042,1.90140845,3.6,1.90140845,0.1978022,0.05494505,0.14285714,0.195121951,0.88732394,0.18333333,0.76470588,5.405916397692692,4.448292540399917,12317
2024,"Jun","Seth Lugo","KCR",37.2,152,9.31858407,2.15044248,4.33333333,0.71681416,0.25657895,0.05921053,0.19736842,0.233576642,1.08849558,0.29896907,0.78431373,3.166479778289795,3.3353360310179316,12447
2024,"Jun","Sonny Gray","STL",35.2,141,10.59813084,2.77570093,3.81818182,0.25233645,0.29787234,0.07801418,0.21985816,0.186046511,0.98130841,0.26744186,0.54913295,2.1851713671665527,3.134860916410821,12768
