Season,Month,Name,Tm,G,TBF,ERA,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG,OBP,SLG,wOBA,playerId
2023,"Aug","Zack Greinke","KCR",3,56,5.26829268,17,5,0,8,8,3,2,0,0,9,0.314814814,0.339285714,0.574074074,0.38510236356939587,1943
2023,"Aug","Clayton Kershaw","LAD",4,65,2.11764706,10,3,0,4,4,4,5,0,1,15,0.169491525,0.246153846,0.423728813,0.28616614708533655,2036
2023,"Aug","Adam Wainwright","STL",5,106,10.88709677,37,10,0,25,25,4,9,0,0,11,0.385416666,0.438095238,0.614583333,0.4477663670267378,2233
2023,"Aug","Lance Lynn","LAD",6,147,3.56603774,34,4,0,16,14,9,8,0,1,27,0.246376811,0.292517006,0.471014492,0.3254313197265677,2520
2023,"Aug","Max Scherzer","TEX",5,119,2.64130435,18,4,0,9,9,2,10,0,1,40,0.166666666,0.243697478,0.259259259,0.22906479765387142,3137
2023,"Aug","Charlie Morton","ATL",5,118,1.90588235,16,3,1,6,6,0,15,0,4,37,0.161616161,0.296610169,0.212121212,0.24773857401589217,4676
2023,"Aug","Rich Hill","SDP",4,70,8.80434783,19,4,0,15,15,6,4,0,2,13,0.296875,0.357142857,0.640625,0.41682962690080916,4806
2023,"Aug","Alex Cobb","SFG",6,144,5.3490566,34,6,2,21,21,8,7,0,1,25,0.251851851,0.291666666,0.503703703,0.33413925353023743,6562
2023,"Aug","Carlos Carrasco","NYM",5,94,8.23728813,31,8,1,18,18,5,6,0,1,14,0.360465116,0.404255319,0.65116279,0.4408934490477785,6632
2023,"Aug","Johnny Cueto","MIA",3,68,6.06122449,17,1,0,12,11,5,5,0,1,12,0.274193548,0.338235294,0.532258064,0.37025972324259143,6893
2023,"Aug","Fernando Cruz","CIN",1,5,0,1,0,1,1,0,0,0,0,0,4,0.2,0.2,0.6,0.31377315521240234,7048
2023,"Aug","Jordan Lyles","KCR",5,127,7.88764045,35,10,1,27,26,11,6,0,1,17,0.296610169,0.333333333,0.677966101,0.4160788887076908,7593
2023,"Aug","Justin Verlander","HOU",5,127,2.79310345,29,7,1,10,9,2,7,0,4,29,0.252173913,0.314960629,0.382608695,0.3057238131057559,8700
2023,"Aug","Wade Miley","MIL",5,105,3.46153846,21,4,0,11,10,5,8,0,0,14,0.225806451,0.284313725,0.430107526,0.30542341400595274,8779
2023,"Aug","Patrick Corbin","WSN",5,119,4.12941177,26,8,0,14,13,6,12,0,0,22,0.245283018,0.319327731,0.490566037,0.3438314730379762,9323
2023,"Aug","Dallas Keuchel","MIN",3,56,4.84615385,15,4,0,7,7,0,4,0,1,3,0.3,0.357142857,0.38,0.324867236827101,9434
2023,"Aug","Miles Mikolas","STL",6,156,5.59459459,41,10,1,24,23,5,8,0,1,25,0.284722222,0.324675324,0.472222222,0.34015327962962066,9803
2023,"Aug","Kyle Gibson","BAL",5,130,7.88764045,40,12,0,26,26,8,4,0,0,29,0.322580645,0.338461538,0.612903225,0.3953250316473154,10123
2023,"Aug","Zack Wheeler","PHI",5,129,3,25,2,0,11,11,5,6,0,1,30,0.204918032,0.248062015,0.344262295,0.25810139909271124,10310
2023,"Aug","Erasmo Ramirez","TBR",2,28,8.52631579,8,1,0,6,6,1,2,0,0,6,0.307692307,0.357142857,0.461538461,0.3548172116279602,10314
2023,"Aug","Scott Alexander","SFG",4,15,13.49999998,7,1,0,4,4,0,1,0,0,4,0.5,0.533333333,0.571428571,0.48232553402582806,10591
2023,"Aug","Chris Sale","BOS",4,80,5.30357143,16,6,0,12,11,3,6,0,2,25,0.225352112,0.3,0.436619718,0.31600054651498793,10603
2023,"Aug","Merrill Kelly","ARI",6,146,3.56603774,35,8,0,14,14,6,11,0,1,38,0.263157894,0.321917808,0.458646616,0.33485530173941835,11156
2023,"Aug","Zach Neal","OAK",2,43,4.5,8,3,0,7,5,3,5,0,1,8,0.216216216,0.325581395,0.54054054,0.3654457497042279,11294
