Season,Month,Name,Tm,G,TBF,ERA,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG,OBP,SLG,wOBA,playerId
2021,"Jun","Matt Moore","PHI",1,19,0,3,0,0,0,0,0,1,0,0,2,0.176470588,0.222222222,0.176470588,0.18493791752391392,1890
2021,"Jun","David Price","LAD",1,11,10.79999998,5,2,0,2,2,0,1,0,0,3,0.5,0.545454545,0.7,0.5283795974471353,3184
2021,"Jun","Zack Greinke","HOU",5,120,3.6,30,2,0,12,12,4,6,0,0,17,0.265486725,0.3,0.38938053,0.29797495404879254,1943
2021,"Jun","Clayton Kershaw","LAD",5,129,3.09375,27,8,0,12,11,4,5,0,1,47,0.219512195,0.255813953,0.382113821,0.27384179599525393,2036
2021,"Jun","Scott Kazmir","SFG",1,9,9,3,1,0,2,2,1,0,0,0,3,0.333333333,0.333333333,0.777777777,0.4585800502035353,4897
2021,"Jun","Adam Wainwright","STL",5,131,2.45454545,24,6,0,9,9,2,7,0,4,35,0.201680672,0.267175572,0.302521008,0.2538744065597767,2233
2021,"Jun","Jesse Chavez","ATL",1,10,7.71428573,2,2,0,2,2,0,1,0,0,3,0.25,0.3,0.5,0.3175009608268738,5448
2021,"Jun","Lance Lynn","CHW",5,104,3.80769231,22,4,0,11,11,4,8,0,0,33,0.229166666,0.288461538,0.395833333,0.2964727637859491,2520
2021,"Jun","Robert Stock","CHC",1,22,11.25,4,1,0,5,5,1,6,0,1,3,0.266666666,0.5,0.533333333,0.44902307066050445,6576
2021,"Jun","Max Scherzer","WSN",4,76,1.42105263,12,3,1,3,3,1,6,0,2,24,0.179104477,0.266666666,0.298507462,0.25395984252293907,3137
2021,"Jun","Craig Stammen","SDP",1,9,4.5,3,0,0,1,1,0,1,0,0,1,0.375,0.444444444,0.375,0.36987583504782784,7274
2021,"Jun","Danny Duffy","KCR",2,24,6.75,5,1,0,4,4,3,4,0,0,6,0.25,0.375,0.75,0.4544634943207105,3542
2021,"Jun","Stephen Strasburg","WSN",1,7,6.75000002,1,1,0,1,1,0,2,0,0,1,0.2,0.428571428,0.4,0.37501137597220285,10131
2021,"Jun","Jake Arrieta","CHC",6,109,8.30769231,29,5,0,25,20,7,14,2,0,21,0.308510638,0.394495412,0.585106382,0.40652712093335447,4153
2021,"Jun","Andrew Kittredge","TBR",2,12,6.74999999,3,0,0,2,2,2,1,0,0,3,0.272727272,0.333333333,0.818181818,0.4653174231449763,12828
2021,"Jun","Charlie Morton","ATL",5,121,2.73033708,17,0,0,11,9,1,8,0,7,33,0.163461538,0.266666666,0.192307692,0.22215552876393,4676
2021,"Jun","Danny Coulombe","MIN",1,8,5.39999999,2,0,0,3,1,2,0,0,0,2,0.25,0.25,1,0.501629650592804,13293
2021,"Jun","Rich Hill","TBR",5,105,4.55844156,23,4,1,13,13,6,11,0,1,20,0.25,0.336538461,0.510869565,0.36012648676450437,4806
2021,"Jun","Robert Gsellman","NYM",1,8,4.5,3,1,0,1,1,1,0,0,0,0,0.375,0.375,0.875,0.5159025564789772,13696
2021,"Jun","Jon Lester","WSN",6,131,5.78571429,34,7,0,18,18,7,12,0,0,17,0.288135593,0.351145038,0.525423728,0.3711363432061581,4930
2021,"Jun","Austin Voth","WSN",1,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,15047
2021,"Jun","Wade LeBlanc","STL",1,19,2.07692308,4,1,1,1,1,1,1,1,1,2,0.235294117,0.315789473,0.588235294,0.3565073013305664,5221
2021,"Jun","Zack Littell","SFG",2,9,36,4,0,0,4,4,0,3,0,0,1,0.666666666,0.777777777,0.666666666,0.6212634378009372,15823
2021,"Jun","Michael Pineda","MIN",3,55,7.94117647,17,3,1,10,10,1,3,0,0,4,0.333333333,0.363636363,0.490196078,0.36224091269753195,5372
2021,"Jun","Madison Bumgarner","ARI",1,13,22.5,8,1,0,5,5,1,0,0,0,2,0.615384615,0.615384615,0.923076923,0.6555766967626718,5524
2021,"Jun","Elieser Hernandez","MIA",1,18,1.8,3,0,0,1,1,1,0,0,0,6,0.166666666,0.166666666,0.333333333,0.20914606915579903,16933
2021,"Jun","Jake Odorizzi","HOU",4,68,3,9,2,0,6,6,2,6,0,0,20,0.15,0.223880597,0.283333333,0.22450606235817297,6397
2021,"Jun","Jefry Rodriguez","WSN",1,15,0,1,1,0,0,0,0,3,0,0,2,0.083333333,0.266666666,0.166666666,0.22111974557240804,17018
2021,"Jun","Alex Cobb","LAA",4,84,7.3220339,19,2,1,17,16,2,5,0,1,20,0.246753246,0.301204819,0.376623376,0.29580239143716286,6562
2021,"Jun","Ryan Burr","CHW",1,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,17536
2021,"Jun","Johnny Cueto","SFG",4,101,3.97058823,26,5,0,12,10,6,6,0,1,17,0.288888888,0.340206185,0.544444444,0.3742825345894725,6893
2021,"Jun","Tyler Alexander","DET",1,12,3.375,3,0,0,1,1,1,1,0,0,2,0.272727272,0.333333333,0.545454545,0.3713621497154236,17735
2021,"Jun","Martin Perez","BOS",6,115,5.04,34,7,0,17,14,5,9,1,1,14,0.323809523,0.382608695,0.533333333,0.3887631636962556,6902
2021,"Jun","J.A. Happ","MIN",5,118,6.93243243,37,3,2,20,19,9,7,0,2,20,0.342592592,0.389830508,0.657407407,0.43579421356572945,7410
2021,"Jun","Jordan Lyles","TEX",4,99,4.02985075,27,3,1,11,10,5,7,0,1,12,0.303370786,0.357142857,0.528089887,0.3746168899292849,7593
2021,"Jun","Travis Lakins","BAL",1,10,5.39999999,1,0,0,1,1,0,3,0,1,0,0.2,0.5,0.2,0.3676137447357178,18600
2021,"Jun","Wily Peralta","DET",3,53,3.55263158,10,2,1,6,5,2,4,0,1,7,0.208333333,0.283018867,0.416666666,0.3009129065387654,7738
2021,"Jun","Miguel Diaz","SDP",1,10,9,3,2,0,2,2,0,1,0,0,2,0.333333333,0.4,0.555555555,0.4054064929485321,18815
2021,"Jun","Brett Anderson","MIL",4,71,5.74468085,19,5,0,11,10,1,4,0,1,11,0.292307692,0.342857142,0.415384615,0.33044670139040266,8223
2021,"Jun","Conner Menez","SFG",1,8,0,1,0,0,0,0,0,1,0,0,1,0.142857142,0.25,0.142857142,0.1963464841246605,19199
2021,"Jun","Paolo Espino","WSN",2,37,0,8,2,0,0,0,0,0,0,0,5,0.228571428,0.228571428,0.285714285,0.22164642810821533,8246
2021,"Jun","T.J. Zeuch","TOR",1,17,6,5,1,0,3,2,1,2,0,0,2,0.333333333,0.411764705,0.6,0.42757436457802267,19269
2021,"Jun","Wade Miley","CIN",5,131,2.8125,27,6,0,11,10,3,8,0,1,29,0.221311475,0.27480916,0.344262295,0.27135950872916303,8779
2021,"Jun","Kyle Funkhouser","DET",1,10,0,1,0,0,0,0,0,1,0,0,1,0.111111111,0.2,0.111111111,0.1570771872997284,19456
2021,"Jun","Nathan Eovaldi","BOS",5,127,3,36,9,0,12,10,3,5,0,0,26,0.295081967,0.322834645,0.44262295,0.3287424018063883,9132
2021,"Jun","Kyle Wright","ATL",1,13,22.5,4,2,0,5,5,1,3,0,0,1,0.4,0.538461538,0.9,0.5726166642629184,19665
2021,"Jun","Patrick Corbin","WSN",5,126,3.81521739,26,3,1,13,13,4,8,0,0,27,0.222222222,0.269841269,0.367521367,0.275204132473658,9323
2021,"Jun","Riley Smith","ARI",1,16,12,7,3,0,4,4,0,0,0,0,1,0.4375,0.4375,0.625,0.4525725543498993,19826
2021,"Jun","Dallas Keuchel","CHW",4,94,2.49230769,22,4,0,10,6,1,8,0,0,19,0.255813953,0.319148936,0.337209302,0.29202954883271076,9434
