Season,Month,Name,Tm,G,TBF,ERA,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG,OBP,SLG,wOBA,playerId
2023,"May","Zack Greinke","KCR",6,119,2.29787234,23,2,0,9,8,3,3,0,1,25,0.203539823,0.226890756,0.300884955,0.22856453587027156,1943
2023,"May","Jesse Chavez","ATL",1,9,0,1,0,0,0,0,0,1,0,1,3,0.142857142,0.333333333,0.142857142,0.2560493548711141,5448
2023,"May","Clayton Kershaw","LAD",5,111,5.54794521,31,6,0,15,15,4,11,0,1,34,0.313131313,0.387387387,0.494949494,0.38192033552908683,2036
2023,"May","Collin McHugh","ATL",1,13,0,6,1,0,3,0,0,2,0,0,2,0.545454545,0.615384615,0.636363636,0.5421730463321393,7531
2023,"May","Adam Wainwright","STL",5,124,6.15189873,37,13,2,21,18,3,8,0,0,16,0.324561403,0.365853658,0.552631578,0.387433683969141,2233
2023,"May","Scott Alexander","SFG",1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10591
2023,"May","Corey Kluber","BOS",4,86,5.60377358,22,7,0,15,11,4,10,0,1,14,0.293333333,0.38372093,0.546666666,0.3966936489870382,2429
2023,"May","Vince Velasquez","PIT",2,25,9,9,5,0,5,5,1,2,0,0,5,0.391304347,0.44,0.739130434,0.490492901802063,11189
2023,"May","Lance Lynn","CHW",6,155,5.97115385,39,7,1,27,23,7,11,0,3,34,0.278571428,0.341935483,0.492857142,0.35688833805822556,2520
2023,"May","John Brebbia","SFG",3,11,3.375,2,0,0,1,1,1,1,0,0,5,0.2,0.272727272,0.5,0.32568501884287054,12777
2023,"May","Max Scherzer","NYM",4,87,3.375,19,4,0,8,8,3,4,0,1,22,0.234567901,0.275862068,0.395061728,0.288360800551272,3137
2023,"May","Matt Barnes","MIA",1,5,0,2,0,0,0,0,0,0,0,0,2,0.4,0.4,0.4,0.3530145168304443,12863
2023,"May","Charlie Morton","ATL",5,128,4.44705882,32,6,1,14,14,3,12,1,0,37,0.280701754,0.34375,0.429824561,0.3316099075820502,4676
2023,"May","Luis Cessa","CIN",1,16,8.10000001,4,1,0,3,3,0,3,0,0,2,0.307692307,0.4375,0.384615384,0.37369249388575554,13345
2023,"May","Rich Hill","PIT",5,116,5.46835443,29,11,1,18,16,2,9,0,0,28,0.271028037,0.327586206,0.44859813,0.33413460593799066,4806
2023,"May","Tyler Glasnow","TBR",1,19,6.23076924,5,3,0,3,3,1,1,0,0,8,0.277777777,0.315789473,0.611111111,0.38493801731812327,14374
2023,"May","Alex Cobb","SFG",5,126,3.76744186,30,3,0,12,12,3,14,0,1,24,0.27027027,0.357142857,0.378378378,0.3285166001509106,6562
2023,"May","Carlos Carrasco","NYM",3,72,3.56603774,16,2,0,7,7,3,5,0,0,11,0.23880597,0.291666666,0.402985074,0.30121147880951565,6632
2023,"May","Jimmy Cordero","NYY",1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15690
2023,"May","Julio Teheran","MIL",2,42,0.81818182,8,2,1,2,1,0,1,0,0,5,0.195121951,0.214285714,0.292682926,0.2182136873404185,6797
2023,"May","Dinelson Lamet","COL",1,16,15,7,1,0,5,5,0,0,0,0,4,0.4375,0.4375,0.5,0.4086862578988075,17186
