Season,Month,Name,Tm,G,TBF,ERA,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG,OBP,SLG,wOBA,playerId
2023,"Mar/Apr","Zack Greinke","KCR",6,135,6.09677419,39,3,2,22,21,7,6,0,0,22,0.3046875,0.333333333,0.5234375,0.3622339857949151,1943
2023,"Mar/Apr","Johnny Cueto","MIA",1,7,36,3,0,0,4,4,2,1,0,0,0,0.5,0.571428571,1.5,0.7980901769229344,6893
2023,"Mar/Apr","Clayton Kershaw","LAD",6,144,1.89473684,24,3,0,11,8,4,5,0,1,41,0.175182481,0.208333333,0.284671532,0.21497435867786407,2036
2023,"Mar/Apr","Tommy Milone","SEA",1,19,1.92857143,3,0,0,1,1,1,2,0,0,3,0.176470588,0.263157894,0.352941176,0.27163023070285197,7608
2023,"Mar/Apr","Corey Kluber","BOS",5,106,6.75,24,5,0,18,18,7,8,0,2,20,0.25,0.320754716,0.520833333,0.3571429500040018,2429
2023,"Mar/Apr","Robbie Ray","SEA",1,19,8.10000001,4,1,0,5,3,0,5,0,0,3,0.307692307,0.47368421,0.384615384,0.3879413510623731,11486
2023,"Mar/Apr","Lance Lynn","CHW",6,148,7.16326531,37,5,0,26,26,8,15,0,1,42,0.28030303,0.358108108,0.5,0.36889864464063904,2520
2023,"Mar/Apr","John Brebbia","SFG",1,5,0,1,0,0,0,0,0,0,0,0,2,0.2,0.2,0.2,0.17650725841522216,12777
2023,"Mar/Apr","Max Scherzer","NYM",4,77,3.72413793,14,3,0,8,8,4,9,0,0,17,0.205882352,0.298701298,0.426470588,0.3141370291833754,3137
2023,"Mar/Apr","Ryan Yarbrough","KCR",1,16,2.25,4,0,0,1,1,0,1,0,1,2,0.285714285,0.375,0.285714285,0.30950331687927246,16502
2023,"Mar/Apr","Charlie Morton","ATL",5,129,2.76136364,29,3,1,11,9,3,12,0,2,26,0.256637168,0.3359375,0.380530973,0.31664909422397614,4676
2023,"Mar/Apr","Jalen Beeks","TBR",2,20,1.8,2,0,0,1,1,1,2,0,0,3,0.117647058,0.210526315,0.294117647,0.2251809521725303,17192
2023,"Mar/Apr","Rich Hill","PIT",6,139,4.17525773,36,9,1,17,15,7,9,0,0,27,0.279069767,0.326086956,0.527131782,0.36103416568991065,4806
2023,"Mar/Apr","Taylor Clarke","KCR",1,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17611
