Season,Month,Name,Tm,G,TBF,ERA,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG,OBP,SLG,wOBA,playerId
2023,"Sept/Oct","Zack Greinke","KCR",4,61,1.72340425,13,3,0,3,3,0,4,0,0,13,0.232142857,0.278688524,0.285714285,0.2514796980091783,1943
2023,"Sept/Oct","Shawn Armstrong","TBR",1,5,0,0,0,0,0,0,0,2,0,0,0,0,0.4,0,0.2783611536026001,12857
2023,"Sept/Oct","Clayton Kershaw","LAD",4,79,2.32758621,14,3,0,5,5,3,11,0,0,17,0.205882352,0.316455696,0.382352941,0.3096050288103804,2036
2023,"Sept/Oct","Adam Wainwright","STL",3,78,4.0754717,19,4,0,8,8,4,8,0,0,10,0.271428571,0.346153846,0.5,0.36239174237618077,2233
2023,"Sept/Oct","Collin Snider","KCR",1,7,0,1,1,0,0,0,0,1,0,0,1,0.166666666,0.285714285,0.333333333,0.2770950368472508,23307
2023,"Sept/Oct","Lance Lynn","LAD",5,126,5.3372093,25,3,0,17,17,7,14,0,1,20,0.227272727,0.32,0.445454545,0.3317331929206848,2520
2023,"Sept/Oct","Max Scherzer","TEX",3,58,4.39534884,10,3,0,7,7,3,5,0,0,13,0.188679245,0.258620689,0.415094339,0.2888488759254587,3137
2023,"Sept/Oct","Charlie Morton","ATL",4,76,6.89361702,18,3,0,12,12,1,14,0,1,18,0.295081967,0.434210526,0.393442622,0.3757833767878382,4676
2023,"Sept/Oct","Rich Hill","SDP",1,13,40.5000001,7,2,0,6,6,2,2,0,0,3,0.636363636,0.692307692,1.363636363,0.8103947272667518,4806
2023,"Sept/Oct","Alex Cobb","SFG",3,48,8.1,14,5,0,11,9,3,2,0,1,6,0.311111111,0.354166666,0.622222222,0.40925267711281776,6562
2023,"Sept/Oct","Johnny Cueto","MIA",4,76,6.88235294,21,3,0,13,13,6,6,0,1,13,0.308823529,0.368421052,0.617647058,0.41115422546863556,6893
2023,"Sept/Oct","Chase Anderson","COL",5,104,3.85714286,20,3,0,12,11,3,13,0,1,20,0.222222222,0.326923076,0.355555555,0.3064598635985301,6895
2023,"Sept/Oct","Fernando Cruz","CIN",1,6,5.39999999,0,0,0,1,1,0,1,0,0,4,0,0.166666666,0,0.11598381400108337,7048
2023,"Sept/Oct","Jordan Lyles","KCR",6,142,5.3490566,30,8,0,21,21,6,5,0,3,23,0.227272727,0.269503546,0.424242424,0.29611904485851315,7593
2023,"Sept/Oct","Justin Verlander","HOU",6,156,3.69230769,33,6,1,17,16,7,7,0,0,34,0.222972972,0.256410256,0.418918918,0.28653603830398655,8700
2023,"Sept/Oct","Wade Miley","MIL",5,110,3.0375,19,5,0,10,9,3,11,0,1,19,0.195876288,0.281818181,0.340206185,0.2756357810714028,8779
2023,"Sept/Oct","Nathan Eovaldi","TEX",6,98,9.29508197,26,3,0,21,21,7,13,0,2,21,0.313253012,0.418367346,0.602409638,0.43244170960114925,9132
2023,"Sept/Oct","Patrick Corbin","WSN",5,110,7.01298701,27,3,1,20,20,6,9,0,1,15,0.284210526,0.342592592,0.526315789,0.3640460835562812,9323
2023,"Sept/Oct","Dallas Keuchel","MIN",3,57,8.02702703,14,7,1,11,11,2,6,0,0,11,0.274509803,0.350877192,0.56862745,0.3857711741798802,9434
2023,"Sept/Oct","Miles Mikolas","STL",6,158,5.35135135,44,11,2,23,22,9,6,0,0,25,0.291390728,0.316455696,0.569536423,0.369918972631044,9803
2023,"Sept/Oct","Kyle Gibson","BAL",5,115,2.45454545,26,6,1,8,8,4,9,0,1,20,0.252427184,0.315789473,0.446601941,0.32697367981860515,10123
2023,"Sept/Oct","Shelby Miller","LAD",1,4,0,1,1,0,0,0,0,0,0,0,1,0.25,0.25,0.5,0.31094059348106384,10197
2023,"Sept/Oct","Zack Wheeler","PHI",6,139,3.70588235,28,3,1,16,14,5,9,0,1,37,0.21875,0.273381294,0.375,0.2811363566693642,10310
2023,"Sept/Oct","Chris Sale","BOS",5,96,2.88,16,3,0,9,8,4,8,0,0,29,0.183908045,0.252631578,0.356321839,0.26587074681332235,10603
2023,"Sept/Oct","Merrill Kelly","ARI",6,146,3.22018349,26,6,0,13,13,3,17,0,0,40,0.201550387,0.294520547,0.317829457,0.27608444061997817,11156
2023,"Sept/Oct","Jose Quintana","NYM",5,124,4.08139535,32,4,1,15,13,4,4,0,1,25,0.27118644,0.298387096,0.423728813,0.30942137635523276,11423
2023,"Sept/Oct","Jose Urena","CHW",5,110,4.10126582,23,2,2,15,12,4,8,0,1,20,0.234693877,0.293577981,0.418367346,0.30433865041907776,11589
2023,"Sept/Oct","Jameson Taillon","CHC",5,116,3.13953488,22,3,0,12,10,6,7,0,1,31,0.203703703,0.258620689,0.398148148,0.28298414061809407,11674
2023,"Sept/Oct","James Paxton","BOS",1,10,40.5000001,5,1,0,6,6,2,2,0,0,0,0.625,0.7,1.5,0.8408832788467407,11828
2023,"Sept/Oct","Taijuan Walker","PHI",5,133,5.93406593,28,8,1,21,20,3,12,0,3,19,0.237288135,0.32330827,0.398305084,0.3171479939518118,11836
2023,"Sept/Oct","Kyle Hendricks","CHC",5,120,4.3875,33,9,2,16,13,2,7,0,0,19,0.294642857,0.333333333,0.464285714,0.34051525841156643,12049
2023,"Sept/Oct","Chris Bassitt","TOR",5,136,2.59615385,31,6,0,10,10,3,7,1,0,35,0.240310077,0.279411764,0.356589147,0.27456354123574717,12304
2023,"Sept/Oct","Colin Rea","MIL",3,51,2.57142857,8,2,0,4,4,3,2,0,0,18,0.163265306,0.196078431,0.387755102,0.24586720560111253,12317
2023,"Sept/Oct","Seth Lugo","SDP",5,126,3.19354839,25,8,0,11,11,4,10,0,0,27,0.215517241,0.277777777,0.387931034,0.28887685518416145,12447
2023,"Sept/Oct","Adrian Houser","MIL",4,83,2.14285714,15,3,0,7,5,1,6,0,0,19,0.2,0.253012048,0.28,0.2363698755402163,12718
2023,"Sept/Oct","Nick Martinez","SDP",3,45,0,5,1,0,0,0,0,5,0,0,16,0.125,0.222222222,0.15,0.18340937693913778,12730
2023,"Sept/Oct","Sonny Gray","MIN",5,109,2,24,5,0,7,6,2,4,0,2,27,0.235294117,0.275229357,0.343137254,0.2703279125581094,12768
2023,"Sept/Oct","John Brebbia","SFG",2,11,6.74999999,2,0,0,2,2,2,1,0,0,3,0.2,0.272727272,0.8,0.42764499512585724,12777
2023,"Sept/Oct","Mike Clevinger","CHW",6,140,5.07920792,39,11,0,19,19,5,2,0,3,25,0.291044776,0.316546762,0.485074626,0.3422303727204851,12808
2023,"Sept/Oct","Tyler Anderson","LAA",3,77,4.41818182,11,1,0,9,9,4,9,0,2,16,0.166666666,0.285714285,0.363636363,0.2892272758793521,12880
2023,"Sept/Oct","Gerrit Cole","NYY",5,128,1.02857143,21,4,1,4,4,0,3,0,0,34,0.169354838,0.1875,0.217741935,0.17775159841403365,13125
2023,"Sept/Oct","Derek Law","CIN",1,6,9,2,0,0,1,1,0,0,0,1,1,0.4,0.5,0.4,0.4151796003182729,13133
2023,"Sept/Oct","Eduardo Rodriguez","DET",6,143,3.6,28,5,1,15,14,4,17,0,0,27,0.224,0.314685314,0.376,0.30433611227915836,13164
2023,"Sept/Oct","Zach Davies","ARI",5,97,7.2,27,4,1,16,16,2,10,0,2,21,0.317647058,0.402061855,0.458823529,0.3774625984663816,13183
2023,"Sept/Oct","Matt Koch","COL",1,4,0,1,0,0,0,0,0,0,0,0,2,0.25,0.25,0.25,0.2206340730190277,13420
2023,"Sept/Oct","Marcus Stroman","CHC",2,26,9,9,4,0,7,5,1,1,0,0,4,0.36,0.384615384,0.64,0.43096898381526655,13431
2023,"Sept/Oct","Blake Snell","SDP",5,121,0.58064516,13,3,0,2,2,0,14,0,1,41,0.122641509,0.231404958,0.150943396,0.19029169782134128,13543
2023,"Sept/Oct","Max Fried","ATL",4,91,1.875,16,0,0,5,5,2,7,0,1,27,0.192771084,0.263736263,0.26506024,0.24132994898072965,13743
2023,"Sept/Oct","JT Chargois","MIA",4,14,0,2,0,0,0,0,0,3,0,0,2,0.181818181,0.357142857,0.181818181,0.2751986597265516,13767
2023,"Sept/Oct","Zach Eflin","TBR",5,109,4,24,2,0,12,12,3,4,0,1,35,0.233009708,0.266055045,0.339805825,0.2640148527031645,13774
2023,"Sept/Oct","Alex Wood","SFG",1,13,19.28571431,5,3,0,5,5,0,1,0,0,2,0.416666666,0.461538461,0.666666666,0.4763278915331914,13781
2023,"Sept/Oct","Matt Strahm","PHI",1,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,13799
2023,"Sept/Oct","Chris Flexen","COL",6,131,6.6741573,36,8,1,22,22,6,9,0,2,17,0.302521008,0.358778625,0.537815126,0.3800911380134466,13896
2023,"Sept/Oct","Brent Suter","COL",2,13,6,2,1,0,2,2,0,2,0,1,2,0.2,0.384615384,0.3,0.32646995782852173,13942
2023,"Sept/Oct","Michael Wacha","SDP",6,143,4.36363636,34,9,0,17,16,5,10,0,0,34,0.259541984,0.307692307,0.442748091,0.32044822519475763,14078
2023,"Sept/Oct","Kevin Gausman","TOR",5,123,2.42696629,20,7,0,8,8,3,15,0,0,35,0.188679245,0.289256198,0.339622641,0.2808473627429363,14107
2023,"Sept/Oct","Jose Berrios","TOR",5,124,3.41052632,26,6,1,12,12,4,6,1,0,38,0.220338983,0.258064516,0.389830508,0.2745153085003054,14168
2023,"Sept/Oct","Ty Blach","COL",6,144,8.1,48,9,1,27,27,9,12,0,4,24,0.384,0.444444444,0.688,0.4697777678569158,14361
2023,"Sept/Oct","Tyler Glasnow","TBR",6,135,4.86,29,4,1,18,18,3,10,0,0,48,0.233870967,0.288888888,0.354838709,0.2818406988073278,14374
2023,"Sept/Oct","Hyun Jin Ryu","TOR",6,127,4.5,34,7,0,14,14,6,9,0,1,18,0.293103448,0.346456692,0.508620689,0.36419925914974666,14444
2023,"Sept/Oct","Paul Blackburn","OAK",5,92,6.63157895,22,1,0,14,14,4,14,1,0,18,0.285714285,0.391304347,0.454545454,0.3660439665500934,14739
2023,"Sept/Oct","Wes Parsons","TOR",1,26,20.25,10,1,0,9,9,2,3,0,1,3,0.454545454,0.538461538,0.772727272,0.5478239288696876,14764
2023,"Sept/Oct","Julio Urias","LAD",1,24,9,9,3,0,5,5,3,2,0,0,4,0.409090909,0.458333333,0.954545454,0.5742912441492081,14765
2023,"Sept/Oct","Emilio Pagan","MIN",1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14771
2023,"Sept/Oct","Michael Lorenzen","PHI",2,50,8.18181818,13,3,0,11,10,3,5,0,0,4,0.288888888,0.36,0.555555555,0.3880168735980988,14843
2023,"Sept/Oct","Joe Mantiply","ARI",1,6,6.75000002,2,1,1,1,1,0,0,0,0,0,0.333333333,0.333333333,0.833333333,0.4687713583310445,14857
2023,"Sept/Oct","Jon Gray","TEX",5,95,6.40677966,27,2,0,15,14,6,9,0,2,22,0.321428571,0.4,0.559523809,0.41047817343159726,14916
2023,"Sept/Oct","Andrew Heaney","TEX",2,42,3,10,1,0,3,3,0,5,0,1,3,0.277777777,0.38095238,0.305555555,0.3188597247714088,15423
2023,"Sept/Oct","Nick Pivetta","BOS",5,115,2.37362637,20,4,0,8,8,3,5,0,2,38,0.186915887,0.234782608,0.308411214,0.23818985949391905,15454
2023,"Sept/Oct","Lucas Giolito","CLE",6,138,7.04347826,30,7,1,27,24,11,16,0,0,39,0.247933884,0.333333333,0.595041322,0.38523626154747564,15474
2023,"Sept/Oct","Luis Castillo","SEA",6,146,4.95918367,33,7,2,18,18,5,18,0,1,38,0.261904761,0.356164383,0.468253968,0.3553766767456107,15689
2023,"Sept/Oct","Zack Littell","TBR",5,123,2.7,28,8,0,11,9,3,2,0,3,22,0.237288135,0.268292682,0.381355932,0.2807749989556103,15823
2023,"Sept/Oct","Sean Manaea","SFG",4,94,2.25,20,2,0,8,6,2,2,0,1,18,0.222222222,0.244680851,0.311111111,0.24185221562994288,15873
2023,"Sept/Oct","Luis Severino","NYY",2,35,6.75,10,0,0,6,6,3,2,0,1,8,0.3125,0.371428571,0.59375,0.40879579782485964,15890
2023,"Sept/Oct","Carlos Rodon","NYY",6,121,8.1,32,10,0,26,24,5,8,0,1,31,0.293577981,0.338842975,0.522935779,0.3616070161181048,16137
2023,"Sept/Oct","Aaron Nola","PHI",5,114,5.46835443,32,9,0,17,16,3,4,0,0,28,0.293577981,0.315789473,0.458715596,0.33017970909152117,16149
2023,"Sept/Oct","Brandon Woodruff","MIL",4,101,1.66666667,17,2,0,5,5,2,5,0,0,25,0.178947368,0.217821782,0.263157894,0.21235844581434044,16162
2023,"Sept/Oct","Tejay Antone","CIN",1,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,16233
2023,"Sept/Oct","Kyle Freeland","COL",3,64,3.6,18,4,1,6,6,1,4,0,0,5,0.305084745,0.34375,0.457627118,0.3425321616232395,16256
2023,"Sept/Oct","John Means","BAL",4,88,2.66197183,13,4,0,7,7,4,4,0,1,10,0.158536585,0.204545454,0.353658536,0.23765604130246423,16269
2023,"Sept/Oct","Ryan Yarbrough","LAD",2,42,12.375,16,5,0,11,11,3,1,0,1,7,0.4,0.428571428,0.75,0.4931737667038327,16502
2023,"Sept/Oct","Jordan Montgomery","TEX",6,146,3.22018349,34,8,0,13,13,4,8,0,0,28,0.246376811,0.287671232,0.391304347,0.2941746891361393,16511
2023,"Sept/Oct","Luke Weaver","NYY",3,57,3.375,14,3,0,5,5,3,3,0,0,16,0.264150943,0.298245614,0.490566037,0.33143112638540434,16918
2023,"Sept/Oct","Touki Toussaint","CHW",6,120,5.20481928,24,1,1,16,16,2,13,0,3,27,0.242424242,0.33898305,0.333333333,0.3025110050783319,16929
2023,"Sept/Oct","Sean Newcomb","OAK",2,32,5.14285714,6,1,0,4,4,1,5,0,2,7,0.24,0.40625,0.4,0.36592275090515614,16943
2023,"Sept/Oct","Trevor Williams","WSN",4,81,12.51219512,32,2,0,20,19,5,8,1,2,12,0.457142857,0.518518518,0.7,0.5111842803657055,16977
2023,"Sept/Oct","Pablo Lopez","MIN",5,121,3.68181818,28,3,1,12,12,3,5,0,2,38,0.245614035,0.289256198,0.368421052,0.2874151039714656,17085
2023,"Sept/Oct","Ranger Suarez","PHI",5,122,5.20481928,25,5,2,16,16,3,13,0,1,30,0.233644859,0.319672131,0.401869158,0.3145870361171785,17277
