Season,Month,Name,Tm,G,TBF,ERA,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG,OBP,SLG,wOBA,playerId
2022,"Sept/Oct","Michael Pineda","DET",1,20,11.25,6,1,1,5,5,2,2,0,0,3,0.333333333,0.4,0.833333333,0.5076005041599274,5372
2022,"Sept/Oct","Zack Greinke","KCR",5,117,1.90588235,31,7,0,10,6,0,6,0,0,9,0.279279279,0.316239316,0.342342342,0.2920959158840343,1943
2022,"Sept/Oct","David Phelps","TOR",1,4,0,1,0,0,0,0,0,0,0,1,0,0.333333333,0.5,0.333333333,0.40101589262485504,6316
2022,"Sept/Oct","Clayton Kershaw","LAD",7,157,1.53658537,27,3,0,7,7,3,8,0,0,49,0.182432432,0.224358974,0.263513513,0.21840547445492867,2036
2022,"Sept/Oct","Fernando Cruz","CIN",2,11,0,0,0,0,0,0,0,0,0,1,3,0,0.09090909,0,0.06547388705340298,7048
2022,"Sept/Oct","Adam Wainwright","STL",6,138,7.22093023,44,7,0,23,23,2,11,0,1,13,0.357723577,0.405797101,0.463414634,0.3783008443272632,2233
2022,"Sept/Oct","Craig Stammen","SDP",1,18,15,6,0,0,5,5,1,3,0,0,3,0.4,0.5,0.6,0.4754159649213155,7274
2022,"Sept/Oct","Corey Kluber","TBR",6,128,4.90909091,39,2,1,16,16,2,3,0,1,21,0.314516129,0.3359375,0.39516129,0.3211380452848971,2429
2022,"Sept/Oct","Joe Kelly","CHW",1,7,18,2,1,0,2,2,0,2,0,0,2,0.4,0.571428571,0.6,0.5032593863351005,9761
2022,"Sept/Oct","Lance Lynn","CHW",6,158,2.41071429,36,8,0,16,10,3,6,0,3,33,0.243243243,0.284810126,0.358108108,0.28289362410955793,2520
2022,"Sept/Oct","Mychal Givens","NYM",1,4,0,1,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.22096270322799683,10430
2022,"Sept/Oct","Max Scherzer","NYM",4,82,2.38235294,16,4,0,6,6,4,2,0,0,25,0.2,0.219512195,0.4,0.2656366854179196,3137
2022,"Sept/Oct","Scott Alexander","SFG",4,17,0,3,1,0,0,0,0,0,0,0,2,0.176470588,0.176470588,0.235294117,0.17818697761086857,10591
2022,"Sept/Oct","Anibal Sanchez","WSN",5,97,2.73913043,15,4,1,7,7,1,12,1,1,16,0.178571428,0.288659793,0.285714285,0.26010732911527157,3284
2022,"Sept/Oct","Vince Velasquez","CHW",1,16,4.5,3,0,0,2,2,1,2,0,0,4,0.214285714,0.3125,0.428571428,0.32607443630695343,11189
2022,"Sept/Oct","Charlie Morton","ATL",6,140,5.4,32,7,0,19,19,8,13,0,3,37,0.262295081,0.342857142,0.516393442,0.368186600293432,4676
2022,"Sept/Oct","John Brebbia","SFG",8,31,1.125,7,3,0,1,1,0,0,0,1,5,0.233333333,0.258064516,0.333333333,0.259356354513476,12777
2022,"Sept/Oct","Rich Hill","BOS",7,151,4.15384615,38,5,0,20,16,4,12,0,1,35,0.275362318,0.337748344,0.398550724,0.3259086391783708,4806
2022,"Sept/Oct","Shawn Armstrong","TBR",2,17,1.92857143,2,1,0,1,1,1,1,0,0,5,0.125,0.176470588,0.375,0.23660131763009465,12857
2022,"Sept/Oct","Madison Bumgarner","ARI",4,93,4.90909091,21,9,0,13,12,5,6,0,1,13,0.247058823,0.301075268,0.529411764,0.3521820684914948,5524
2022,"Sept/Oct","JT Chargois","TBR",2,13,9,4,1,1,3,3,1,0,0,0,2,0.307692307,0.307692307,0.769230769,0.4475899934768677,13767
2022,"Sept/Oct","Chris Archer","MIN",2,27,5.14285714,6,1,0,4,4,2,3,0,0,3,0.25,0.333333333,0.541666666,0.37493571087166117,6345
2022,"Sept/Oct","Tyler Mahle","MIN",1,11,18,5,0,0,4,4,1,0,0,0,0,0.454545454,0.454545454,0.727272727,0.5097640644420277,16358
2022,"Sept/Oct","Jake Odorizzi","ATL",5,97,6.42857143,24,3,1,16,15,3,11,1,0,21,0.289156626,0.360824742,0.457831325,0.34911124284068745,6397
2022,"Sept/Oct","Austin Gomber","COL",1,13,3,3,1,0,1,1,1,1,0,0,4,0.25,0.307692307,0.583333333,0.377390247124892,16561
2022,"Sept/Oct","Alex Cobb","SFG",7,162,3.49137931,41,5,0,15,15,1,10,0,1,36,0.275167785,0.320987654,0.32885906,0.289640846443765,6562
2022,"Sept/Oct","Julian Merryweather","TOR",1,5,9,2,0,0,1,1,0,0,0,0,1,0.4,0.4,0.4,0.35354032516479494,16703
2022,"Sept/Oct","Carlos Carrasco","NYM",6,115,4.20779221,30,10,0,16,12,2,8,0,1,28,0.285714285,0.339130434,0.438095238,0.3382456681002741,6632
2022,"Sept/Oct","Elieser Hernandez","MIA",1,16,6.75,4,2,0,3,3,0,0,0,0,3,0.266666666,0.25,0.4,0.2681659758090973,16933
2022,"Sept/Oct","Johnny Cueto","CHW",6,152,4.67307692,43,12,1,21,18,2,6,1,2,25,0.304964539,0.337748344,0.44680851,0.33676690340042115,6893
2022,"Sept/Oct","Dennis Santana","TEX",1,9,4.5,1,1,0,1,1,0,2,0,0,3,0.142857142,0.333333333,0.285714285,0.29321832127041286,17878
2022,"Sept/Oct","Chase Anderson","CIN",6,85,4.28571429,11,3,0,10,10,1,12,0,3,21,0.159420289,0.305882352,0.246376811,0.26434063280329984,6895
2022,"Sept/Oct","Martin Perez","TEX",6,156,2.89285714,36,7,0,12,12,0,15,0,1,25,0.260869565,0.33548387,0.311594202,0.2936347388452099,6902
2022,"Sept/Oct","Trevor Richards","TOR",4,19,2.07692308,5,1,0,1,1,0,1,0,0,7,0.277777777,0.315789473,0.333333333,0.2887170628497475,19309
2022,"Sept/Oct","Jordan Lyles","BAL",5,107,5.4,24,4,0,16,16,6,4,0,2,21,0.237623762,0.280373831,0.455445544,0.3181984056936246,7593
2022,"Sept/Oct","Caleb Ferguson","LAD",1,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,19349
2022,"Sept/Oct","Paolo Espino","WSN",5,86,7.44827586,26,3,1,17,16,7,4,0,0,18,0.325,0.348837209,0.65,0.4174711607223333,8246
2022,"Sept/Oct","Keegan Akin","BAL",1,10,7.71428573,2,2,0,2,2,0,1,0,0,4,0.222222222,0.3,0.444444444,0.32116979360580444,19362
2022,"Sept/Oct","Justin Verlander","HOU",4,84,1.17391304,12,3,0,4,3,0,3,0,2,31,0.153846153,0.202380952,0.192307692,0.18149697212945848,8700
2022,"Sept/Oct","Bryan Garcia","DET",1,27,4.05,5,0,0,3,3,0,2,0,1,6,0.217391304,0.296296296,0.217391304,0.24136869333408498,19457
2022,"Sept/Oct","Wade Miley","CHC",4,73,3.9375,16,3,1,14,7,3,6,0,1,16,0.246153846,0.315068493,0.461538461,0.33437136672947504,8779
2022,"Sept/Oct","Will Vest","DET",2,12,10.79999998,4,0,0,2,2,1,2,0,1,2,0.444444444,0.583333333,0.777777777,0.568437879284223,19769
2022,"Sept/Oct","Nathan Eovaldi","BOS",2,37,0.93103448,7,3,0,2,1,0,2,0,0,7,0.2,0.243243243,0.285714285,0.23506276027576342,9132
2022,"Sept/Oct","Steven Wilson","SDP",1,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,20353
2022,"Sept/Oct","Patrick Corbin","WSN",5,107,5.04,30,5,1,14,14,3,4,0,2,15,0.297029702,0.336448598,0.455445544,0.3446822277853422,9323
2022,"Sept/Oct","Brusdar Graterol","LAD",1,6,18,3,0,0,2,2,0,0,0,0,1,0.5,0.5,0.5,0.44192540645599365,20367
2022,"Sept/Oct","Dallas Keuchel","TEX",1,23,13.49999999,7,3,0,7,7,0,3,0,0,6,0.35,0.434782608,0.5,0.4080898295278135,9434
2022,"Sept/Oct","Josh Fleming","TBR",1,21,7.71428571,8,0,0,4,4,2,0,0,0,4,0.38095238,0.38095238,0.666666666,0.44986227580479216,20418
2022,"Sept/Oct","Miles Mikolas","STL",5,120,2.32258065,22,4,1,9,8,4,9,0,0,29,0.2,0.258333333,0.363636363,0.27186675469080607,9803
