Season,Month,Name,Tm,G,TBF,ERA,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG,OBP,SLG,wOBA,playerId
2025,"Sept/Oct","Clayton Kershaw","LAD",5,104,4.62857143,21,5,0,12,12,1,14,0,0,26,0.235955056,0.336538461,0.325842696,0.3001343602171311,2036
2025,"Sept/Oct","Jalen Beeks","ARI",1,4,9,1,0,0,1,1,1,0,0,0,1,0.25,0.25,1,0.5093487501144409,17192
2025,"Sept/Oct","Max Scherzer","TOR",4,76,10.2,24,7,0,17,17,4,7,0,0,20,0.347826086,0.407894736,0.623188405,0.4371668915999563,3137
2025,"Sept/Oct","Charlie Morton","2 Tms",5,72,11.475,19,7,0,17,17,3,14,0,2,12,0.345454545,0.492957746,0.636363636,0.47806648049556033,4676
2025,"Sept/Oct","Albert Suarez","BAL",1,12,3,2,2,0,1,1,0,1,0,0,5,0.181818181,0.25,0.363636363,0.26627593735853833,6175
2025,"Sept/Oct","Martin Perez","CHW",3,63,7.53488372,14,3,0,12,12,4,7,0,0,5,0.254545454,0.333333333,0.527272727,0.3638511101404826,6902
2025,"Sept/Oct","Justin Verlander","SFG",5,124,2.07692308,24,5,1,9,7,4,9,1,1,23,0.21238938,0.276422764,0.380530973,0.28361900761479236,8700
2025,"Sept/Oct","Patrick Corbin","TEX",5,102,4.24285714,23,2,1,12,11,3,8,0,1,22,0.25,0.31372549,0.391304347,0.30838842836080815,9323
2025,"Sept/Oct","Miles Mikolas","STL",5,106,3.80769231,25,12,0,11,11,5,5,1,0,14,0.247524752,0.283018867,0.514851485,0.3336675757453555,9803
2025,"Sept/Oct","Chris Sale","ATL",4,97,3.28378378,17,2,0,9,9,3,3,0,4,33,0.191011235,0.24742268,0.314606741,0.24915993643790177,10603
2025,"Sept/Oct","Jacob deGrom","TEX",4,88,4.8358209,17,2,0,12,12,6,4,0,0,24,0.207317073,0.238636363,0.451219512,0.28904345428401773,10954
2025,"Sept/Oct","Merrill Kelly","TEX",4,93,5.85,31,5,0,13,13,2,2,0,0,18,0.348314606,0.358695652,0.471910112,0.3575549929038338,11156
2025,"Sept/Oct","Jose Quintana","MIL",3,70,5.82352941,15,3,0,11,11,2,7,0,0,12,0.241935483,0.314285714,0.387096774,0.30707210557801384,11423
2025,"Sept/Oct","Drew Pomeranz","CHC",1,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,11426
2025,"Sept/Oct","Robbie Ray","SFG",4,83,7.85454546,21,5,0,17,16,3,9,0,1,23,0.295774647,0.373493975,0.492957746,0.3709488726523985,11486
2025,"Sept/Oct","Jose Urena","LAA",1,20,2.25,4,2,0,1,1,1,4,0,1,3,0.266666666,0.45,0.6,0.44559454917907715,11589
2025,"Sept/Oct","Jameson Taillon","CHC",4,89,1.54285714,16,6,0,4,4,1,6,0,0,17,0.192771084,0.247191011,0.301204819,0.2431401288911198,11674
2025,"Sept/Oct","Taijuan Walker","PHI",4,89,7.10526316,27,5,0,15,15,6,6,0,0,8,0.329268292,0.370786516,0.609756097,0.41293685355882964,11836
