Season,Month,Name,Tm,G,TBF,ERA,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG,OBP,SLG,wOBA,playerId
2024,"Jul","Clayton Kershaw","LAD",2,41,5.86956521,12,1,1,9,5,1,3,0,0,6,0.324324324,0.365853658,0.486486486,0.3633354582437655,2036
2024,"Jul","Lance Lynn","STL",4,87,6.26785714,21,3,0,14,13,5,10,0,1,13,0.28,0.367816091,0.52,0.3802888777064181,2520
2024,"Jul","Max Scherzer","TEX",6,120,4.65517241,30,10,0,16,15,5,6,0,1,30,0.265486725,0.308333333,0.486725663,0.34060961604118345,3137
2024,"Jul","Charlie Morton","ATL",4,88,5.31147541,22,4,0,16,12,7,4,1,3,16,0.271604938,0.329545454,0.580246913,0.3826649223250904,4676
2024,"Jul","Albert Suarez","BAL",4,81,7.64150943,23,7,0,15,15,3,7,0,1,15,0.319444444,0.3875,0.541666666,0.39920378252863886,6175
2024,"Jul","Carlos Carrasco","CLE",5,107,6.84,31,9,1,20,19,6,4,0,0,25,0.300970873,0.327102803,0.582524271,0.38467077952679074,6632
2024,"Jul","Martin Perez","PIT",4,97,4.98461538,27,6,0,12,12,3,11,0,1,13,0.317647058,0.402061855,0.494117647,0.39017456585598975,6902
2024,"Jul","Paolo Espino","TOR",1,21,9,6,0,2,4,4,1,3,0,0,1,0.352941176,0.428571428,0.764705882,0.47342625686100553,8246
2024,"Jul","Nathan Eovaldi","TEX",6,148,3.23076923,31,1,0,14,14,6,0,0,2,32,0.212328767,0.222972972,0.342465753,0.2442807684073577,9132
2024,"Jul","Patrick Corbin","WSN",5,116,7.26923077,34,8,0,22,21,2,6,0,0,24,0.314814814,0.344827586,0.444444444,0.33991924750393837,9323
2024,"Jul","Dallas Keuchel","MIL",3,58,3.55263158,15,3,1,5,5,1,7,0,0,7,0.3,0.379310344,0.46,0.3628255118583811,9434
2024,"Jul","Miles Mikolas","STL",5,119,3.94382022,33,8,1,13,13,5,2,0,0,15,0.286956521,0.294117647,0.504347826,0.33617056768481474,9803
2024,"Jul","Kyle Gibson","STL",5,115,4.90909091,33,6,0,14,14,3,10,0,1,25,0.317307692,0.382608695,0.461538461,0.36911362098610917,10123
2024,"Jul","Zack Wheeler","PHI",4,96,3.91304348,18,6,1,10,10,4,9,0,1,27,0.209302325,0.291666666,0.441860465,0.3167642994473378,10310
2024,"Jul","Chris Sale","ATL",5,116,2.45454545,20,6,1,8,8,1,11,0,1,37,0.194174757,0.275862068,0.300970873,0.2590289177565739,10603
2024,"Jul","Jose Quintana","NYM",5,123,2.05434783,19,3,0,7,7,5,11,0,2,25,0.175925925,0.264462809,0.342592592,0.2705044106018445,11423
2024,"Jul","Robbie Ray","SFG",2,40,4.82142857,7,0,0,5,5,3,5,0,2,12,0.212121212,0.35,0.484848484,0.3640428438782692,11486
2024,"Jul","Jameson Taillon","CHC",5,116,4.15384615,25,2,0,14,14,5,5,0,0,24,0.227272727,0.260869565,0.381818181,0.2788990793020829,11674
2024,"Jul","James Paxton","2 Tms",4,86,5.5,19,5,1,14,11,3,11,0,0,16,0.253333333,0.348837209,0.466666666,0.3535874077053957,11828
2024,"Jul","Kyle Hendricks","CHC",5,99,5.25,24,1,0,14,14,4,8,0,2,14,0.269662921,0.343434343,0.415730337,0.33493761402187927,12049
